item_id,genre,release_decade
98,Drama,1990
98,Thriller,1990
99,Animation,1930
99,Children's,1930
99,Musical,1930
100,Crime,1990
100,Drama,1990
100,Thriller,1990
101,Action,1980
101,Adventure,1980
101,Animation,1980
101,Horror,1980
101,Sci-Fi,1980
102,Animation,1970
102,Children's,1970
103,Animation,1990
103,Children's,1990
103,Musical,1990
104,Comedy,1990
105,Comedy,1990
106,Drama,1990
106,Thriller,1990
107,Drama,1990
108,Comedy,1990
109,Comedy,1990
109,Sci-Fi,1990
110,Action,1990
110,Adventure,1990
110,Comedy,1990
110,War,1990
111,Comedy,1990
111,Romance,1990
112,Adventure,1990
112,Children's,1990
113,Drama,1990
114,Animation,1990
115,Documentary,1990
116,Comedy,1990
117,Action,1990
117,Adventure,1990
117,Thriller,1990
118,Action,1990
118,Adventure,1990
118,Thriller,1990
119,Documentary,1990
120,Comedy,1990
120,Crime,1990
121,Action,1990
121,Sci-Fi,1990
121,War,1990
122,Comedy,1990
123,Comedy,1990
123,Horror,1990
124,Drama,1990
124,Mystery,1990
125,Drama,1990
125,Romance,1990
126,Drama,1990
127,Action,1970
127,Crime,1970
127,Drama,1970
128,Action,1990
128,Thriller,1990
129,Crime,1990
129,Drama,1990
129,Romance,1990
129,Thriller,1990
130,Crime,1990
131,Drama,1960
131,Romance,1960
132,Adventure,1930
132,Children's,1930
132,Drama,1930
132,Musical,1930
133,Drama,1930
133,Romance,1930
133,War,1930
134,Drama,1940
135,Drama,1960
135,Mystery,1960
135,Sci-Fi,1960
135,Thriller,1960
136,Drama,1930
137,Drama,1990
138,Children's,1990
138,Comedy,1990
139,Children's,1960
139,Comedy,1960
140,Adventure,1990
140,Children's,1990
141,Adventure,1950
141,Children's,1950
141,Fantasy,1950
141,Sci-Fi,1950
142,Adventure,1970
142,Children's,1970
142,Musical,1970
143,Musical,1960
144,Action,1980
144,Thriller,1980
145,Action,1990
145,Sci-Fi,1990
145,Thriller,1990
146,Drama,1990
147,Action,1990
147,Thriller,1990
148,Action,1990
148,Adventure,1990
149,Drama,1990
150,Comedy,1990
150,Drama,1990
151,Adventure,1970
151,Children's,1970
151,Comedy,1970
152,Comedy,1970
152,Sci-Fi,1970
153,Comedy,1980
154,Comedy,1970
155,Musical,1980
155,Romance,1980
156,Crime,1990
156,Thriller,1990
157,Drama,1980
157,War,1980
158,Comedy,1980
159,Mystery,1990
159,Thriller,1990
160,Drama,1990
161,Action,1980
161,Romance,1980
162,Drama,1980
163,Comedy,1970
164,Action,1980
164,Adventure,1980
164,Sci-Fi,1980
164,Thriller,1980
165,Drama,1980
166,Drama,1980
167,Comedy,1980
168,Comedy,1970
169,Animation,1990
169,Comedy,1990
170,Comedy,1980
170,Drama,1980
170,Romance,1980
171,Comedy,1990
171,Sci-Fi,1990
172,Action,1980
172,Adventure,1980
172,Drama,1980
172,Romance,1980
172,Sci-Fi,1980
172,War,1980
173,Action,1980
173,Adventure,1980
173,Comedy,1980
173,Romance,1980
174,Action,1980
174,Adventure,1980
175,Sci-Fi,1980
176,Action,1980
176,Sci-Fi,1980
176,Thriller,1980
176,War,1980
177,Action,1960
177,Western,1960
178,Drama,1950
179,Sci-Fi,1970
180,Drama,1970
180,War,1970
181,Action,1990
181,Adventure,1990
181,Romance,1990
181,Sci-Fi,1990
181,War,1990
182,Crime,1990
182,Drama,1990
183,Action,1970
183,Horror,1970
183,Sci-Fi,1970
183,Thriller,1970
184,Action,1990
184,Adventure,1990
184,Comedy,1990
184,Horror,1990
184,Sci-Fi,1990
185,Horror,1960
185,Romance,1960
185,Thriller,1960
186,Action,1980
186,Comedy,1980
186,Musical,1980
187,Action,1970
187,Crime,1970
187,Drama,1970
188,Action,1980
188,Drama,1980
188,War,1980
189,Animation,1990
189,Comedy,1990
190,Drama,1980
190,War,1980
191,Drama,1980
191,Mystery,1980
192,Drama,1980
193,Drama,1980
194,Comedy,1970
194,Crime,1970
195,Action,1980
195,Sci-Fi,1980
195,Thriller,1980
196,Drama,1980
197,Drama,1960
197,Romance,1960
198,Thriller,1990
199,Drama,1950
199,War,1950
200,Horror,1980
201,Action,1980
201,Adventure,1980
201,Comedy,1980
201,Horror,1980
202,Comedy,1990
202,Romance,1990
203,Western,1990
204,Comedy,1980
204,Sci-Fi,1980
205,Drama,1970
205,War,1970
206,Adventure,1980
206,Animation,1980
206,Sci-Fi,1980
206,Thriller,1980
207,Action,1990
207,Drama,1990
207,Romance,1990
208,Comedy,1970
208,Horror,1970
209,Comedy,1980
209,Drama,1980
209,Musical,1980
210,Action,1980
210,Adventure,1980
211,Comedy,1970
211,War,1970
212,Drama,1980
213,Drama,1980
213,Romance,1980
214,Drama,1980
214,Musical,1980
214,War,1980
215,Drama,1980
216,Comedy,1980
216,Romance,1980
217,Horror,1990
217,Romance,1990
218,Thriller,1990
219,Horror,1980
220,Comedy,1990
220,Romance,1990
221,Drama,1990
222,Action,1990
222,Adventure,1990
222,Sci-Fi,1990
223,Drama,1990
223,Thriller,1990
224,Drama,1990
225,Children's,1990
225,Comedy,1990
226,Action,1990
226,Thriller,1990
227,Action,1990
227,Adventure,1990
227,Sci-Fi,1990
228,Action,1980
228,Adventure,1980
228,Sci-Fi,1980
229,Action,1980
229,Adventure,1980
229,Sci-Fi,1980
230,Action,1980
230,Adventure,1980
230,Sci-Fi,1980
231,Action,1990
231,Adventure,1990
231,Comedy,1990
231,Crime,1990
232,Action,1980
232,Comedy,1980
232,Western,1980
233,Action,1990
234,Action,1970
234,Horror,1970
235,Action,1990
235,Comedy,1990
235,Sci-Fi,1990
235,War,1990
236,Comedy,1990
236,Drama,1990
237,Drama,1990
237,Romance,1990
238,Comedy,1980
239,Crime,1990
239,Drama,1990
239,Sci-Fi,1990
240,Animation,1990
240,Comedy,1990
241,Action,1990
241,Romance,1990
241,War,1990
242,Comedy,1990
243,Children's,1990
243,Comedy,1990
244,Action,1990
244,Drama,1990
244,Thriller,1990
245,Action,1990
245,Drama,1990
245,Thriller,1990
245,War,1990
246,Drama,1990
246,Romance,1990
247,Action,1990
247,Adventure,1990
247,Children's,1990
248,Comedy,1990
248,Crime,1990
249,Comedy,1990
250,Action,1990
250,Sci-Fi,1990
251,Comedy,1990
252,Action,1990
252,Adventure,1990
252,Sci-Fi,1990
252,Thriller,1990
253,Drama,1990
253,Romance,1990
254,Action,1990
254,Adventure,1990
254,Crime,1990
255,Comedy,1990
255,Romance,1990
256,Comedy,1990
256,Romance,1990
257,Action,1990
257,Adventure,1990
257,Comedy,1990
257,Sci-Fi,1990
258,Drama,1990
258,Sci-Fi,1990
259,Children's,1990
259,Comedy,1990
260,Action,1990
260,Mystery,1990
260,Sci-Fi,1990
260,Thriller,1990
261,Children's,1990
261,Comedy,1990
262,Drama,1990
263,Action,1990
264,Sci-Fi,1990
264,Thriller,1990
265,Action,1990
265,Thriller,1990
266,Action,1990
266,Adventure,1990
267,unknown,nan
268,Drama,1990
268,Romance,1990
269,Comedy,1990
270,Drama,1990
270,Sci-Fi,1990
270,Thriller,1990
271,Action,1990
271,Adventure,1990
271,Sci-Fi,1990
271,War,1990
272,Drama,1990
273,Action,1990
273,Crime,1990
273,Thriller,1990
274,Comedy,1990
274,Romance,1990
275,Drama,1990
275,Romance,1990
276,Drama,1990
276,Romance,1990
277,Drama,1990
278,Drama,1990
278,Romance,1990
279,Drama,1990
280,Drama,1990
280,Romance,1990
281,Action,1990
281,Thriller,1990
282,Drama,1990
283,Drama,1990
283,Romance,1990
284,Comedy,1990
284,Romance,1990
285,Drama,1990
286,Drama,1990
286,Romance,1990
286,War,1990
287,Drama,1990
288,Horror,1990
288,Thriller,1990
289,Drama,1990
289,Musical,1990
290,Comedy,1990
291,Mystery,1990
291,Thriller,1990
292,Drama,1990
293,Crime,1990
293,Drama,1990
294,Comedy,1990
295,Action,1990
295,Thriller,1990
296,Drama,1990
297,Drama,1990
298,Action,1990
298,Sci-Fi,1990
298,Thriller,1990
299,Crime,1990
299,Drama,1990
299,Film-Noir,1990
300,Action,1990
300,Thriller,1990
301,Comedy,1990
302,Crime,1990
302,Film-Noir,1990
302,Mystery,1990
302,Thriller,1990
303,Drama,1990
304,Adventure,1990
304,Children's,1990
305,Drama,1990
306,Drama,1990
306,Romance,1990
307,Crime,1990
307,Horror,1990
307,Mystery,1990
307,Thriller,1990
308,Children's,1990
308,Drama,1990
308,Fantasy,1990
309,Crime,1990
310,Drama,1990
311,Drama,1990
311,Romance,1990
311,Thriller,1990
312,Comedy,1990
312,Crime,1990
312,Drama,1990
312,Mystery,1990
313,Action,1990
313,Drama,1990
313,Romance,1990
314,Action,1990
314,Children's,1990
315,Drama,1990
315,Thriller,1990
316,Comedy,1990
316,Drama,1990
317,Drama,1990
318,Drama,1990
318,War,1990
319,Comedy,1990
319,Musical,1990
319,Romance,1990
320,Documentary,1990
321,Comedy,1990
322,Mystery,1990
322,Thriller,1990
323,Action,1990
323,Thriller,1990
324,Mystery,1990
325,Drama,1990
325,Thriller,1990
326,Action,1990
326,Drama,1990
326,War,1990
327,Crime,1990
327,Drama,1990
327,Mystery,1990
328,Action,1990
328,Mystery,1990
328,Romance,1990
328,Thriller,1990
329,Crime,1990
329,Drama,1990
329,Thriller,1990
330,Drama,1990
331,Adventure,1990
331,Thriller,1990
332,Crime,1990
332,Drama,1990
332,Thriller,1990
333,Mystery,1990
333,Thriller,1990
334,Action,1990
334,Crime,1990
334,Mystery,1990
335,Comedy,1990
336,Crime,1990
336,Thriller,1990
337,Comedy,1990
337,Drama,1990
337,Thriller,1990
338,Comedy,1990
339,Action,1990
339,Drama,1990
340,Drama,1990
341,Comedy,1990
342,Comedy,1990
342,Mystery,1990
343,Action,1990
343,Horror,1990
343,Sci-Fi,1990
344,Drama,1990
345,Comedy,1990
345,Drama,1990
346,Crime,1990
346,Drama,1990
347,Comedy,1990
347,Drama,1990
348,Crime,1990
348,Drama,1990
348,Thriller,1990
349,Action,1990
349,Thriller,1990
350,Action,1990
350,Mystery,1990
350,Thriller,1990
351,Horror,1990
352,Comedy,1990
352,Musical,1990
353,Action,1990
353,Horror,1990
353,Sci-Fi,1990
354,Comedy,1990
354,Romance,1990
355,Adventure,1990
355,Sci-Fi,1990
355,Thriller,1990
356,Drama,1990
356,Mystery,1990
356,Thriller,1990
357,Drama,1970
358,Action,1990
358,Adventure,1990
358,Sci-Fi,1990
358,Thriller,1990
359,Thriller,1990
360,Documentary,1990
361,Crime,1990
361,Thriller,1990
362,Action,1990
362,Comedy,1990
362,Musical,1990
363,Action,1990
364,Comedy,1990
365,Drama,1990
366,Drama,1990
367,Comedy,1990
368,Comedy,1990
369,Comedy,1990
370,Drama,1990
370,Thriller,1990
371,Drama,1990
371,Romance,1990
372,Comedy,1990
373,Action,1990
373,Adventure,1990
373,Sci-Fi,1990
374,Action,1990
374,Children's,1990
375,Drama,1990
376,Comedy,1990
377,Children's,1990
377,Comedy,1990
378,Drama,1990
379,Horror,1990
380,Action,1990
380,Adventure,1990
380,Sci-Fi,1990
381,Comedy,1990
381,Romance,1990
382,Comedy,1990
382,Drama,1990
383,Children's,1990
383,Comedy,1990
384,Comedy,1990
385,Action,1990
385,Adventure,1990
385,Comedy,1990
385,Romance,1990
386,Comedy,1990
387,Drama,1990
388,Action,1990
388,Comedy,1990
389,Adventure,1990
389,Children's,1990
390,Comedy,1990
391,Action,1990
391,Comedy,1990
392,Drama,1990
393,Comedy,1990
394,Comedy,1990
394,Mystery,1990
394,Romance,1990
395,Comedy,1990
396,Comedy,1990
396,Crime,1990
396,Horror,1990
397,Action,1990
398,Action,1990
398,Adventure,1990
398,Children's,1990
398,Sci-Fi,1990
399,Action,1990
399,Adventure,1990
399,Comedy,1990
400,Children's,1990
400,Comedy,1990
401,Comedy,1990
402,Comedy,1990
402,Romance,1990
402,Thriller,1990
403,Action,1980
403,Adventure,1980
403,Crime,1980
403,Drama,1980
404,Animation,1940
404,Children's,1940
405,Action,1990
405,Adventure,1990
405,Mystery,1990
406,Horror,1990
406,Thriller,1990
407,Comedy,1990
408,Animation,1990
408,Comedy,1990
408,Thriller,1990
409,Comedy,1990
409,Drama,1990
410,Comedy,1990
411,Comedy,1990
411,Fantasy,1990
411,Romance,1990
411,Sci-Fi,1990
412,Comedy,1990
413,Horror,1990
414,Comedy,1980
415,Children's,1970
415,Comedy,1970
415,Western,1970
416,Children's,1950
416,Drama,1950
417,Children's,1960
417,Drama,1960
418,Animation,1950
418,Children's,1950
418,Musical,1950
419,Children's,1960
419,Comedy,1960
419,Musical,1960
420,Animation,1950
420,Children's,1950
420,Musical,1950
421,Drama,1990
421,Romance,1990
422,Animation,1990
422,Children's,1990
422,Comedy,1990
423,Children's,1980
423,Drama,1980
423,Fantasy,1980
423,Sci-Fi,1980
424,Horror,1990
425,Comedy,1990
426,Action,1980
426,Animation,1980
426,Children's,1980
426,Sci-Fi,1980
426,Thriller,1980
426,War,1980
427,Drama,1960
428,Comedy,1970
429,Drama,1950
429,Sci-Fi,1950
430,Comedy,1930
430,War,1930
431,Action,1980
431,Adventure,1980
432,Animation,1940
432,Children's,1940
432,Musical,1940
433,Comedy,1980
434,Sci-Fi,1950
435,Action,1960
435,Comedy,1960
435,Western,1960
436,Horror,1980
437,Horror,1990
438,Horror,1980
439,Horror,1990
440,Horror,1980
441,Horror,1970
442,Horror,1990
443,Horror,1960
444,Horror,1950
444,Sci-Fi,1950
445,Horror,1940
446,Horror,1970
447,Horror,1970
448,Horror,1970
449,Action,1970
449,Adventure,1970
449,Sci-Fi,1970
450,Action,1980
450,Adventure,1980
450,Sci-Fi,1980
451,Comedy,1970
451,Musical,1970
451,Romance,1970
452,Action,1970
452,Horror,1970
453,Action,1980
453,Horror,1980
454,Drama,1990
455,Action,1990
456,Action,1990
456,Comedy,1990
457,Adventure,1990
457,Children's,1990
457,Drama,1990
458,Drama,1990
459,Drama,1990
460,Drama,1990
461,Drama,1990
462,Drama,1990
462,Romance,1990
463,Adventure,1990
464,Drama,1990
465,Adventure,1990
465,Children's,1990
465,Romance,1990
466,Thriller,1990
467,Drama,1990
468,Drama,1990
469,Drama,1990
470,Western,1990
471,Drama,1990
471,War,1990
472,Action,1990
472,Adventure,1990
472,Fantasy,1990
473,Animation,1990
473,Children's,1990
473,Musical,1990
474,Sci-Fi,1960
474,War,1960
475,Drama,1990
476,Comedy,1990
477,Children's,1990
477,Comedy,1990
478,Comedy,1940
478,Romance,1940
479,Mystery,1950
479,Thriller,1950
480,Comedy,1950
480,Thriller,1950
481,Comedy,1960
481,Drama,1960
482,Comedy,1950
482,Crime,1950
483,Drama,1940
483,Romance,1940
483,War,1940
484,Film-Noir,1940
484,Mystery,1940
485,Musical,1960
485,Romance,1960
486,Comedy,1950
486,Romance,1950
487,Comedy,1950
487,Romance,1950
488,Film-Noir,1950
489,Film-Noir,1940
489,Romance,1940
489,Thriller,1940
490,Comedy,1950
490,Romance,1950
490,Thriller,1950
491,Action,1930
491,Adventure,1930
492,Drama,1950
493,Mystery,1930
494,Comedy,1940
495,Adventure,1950
495,Comedy,1950
496,Drama,1940
497,Comedy,1930
498,Action,1950
498,Adventure,1950
498,Romance,1950
498,War,1950
499,Drama,1950
500,Adventure,1990
500,Children's,1990
501,Animation,1940
501,Children's,1940
501,Musical,1940
502,Comedy,1970
502,War,1970
503,Drama,1970
504,Crime,1960
504,Drama,1960
505,Mystery,1950
505,Thriller,1950
506,Drama,1950
507,Drama,1950
508,Drama,1990
509,Drama,1980
510,Action,1950
510,Drama,1950
510,Western,1950
511,Adventure,1960
511,War,1960
512,Comedy,1980
512,Drama,1980
512,Romance,1980
513,Mystery,1940
513,Thriller,1940
514,Comedy,1970
514,Romance,1970
515,Action,1990
515,Drama,1990
515,War,1990
516,Comedy,1980
517,Comedy,1970
517,Drama,1970
517,Romance,1970
518,Drama,1990
519,Adventure,1940
520,Adventure,1960
520,War,1960
521,Drama,1970
521,War,1970
522,Comedy,1980
522,Drama,1980
523,Comedy,1960
523,Drama,1960
524,Comedy,1940
525,Film-Noir,1940
525,Mystery,1940
526,Action,1950
526,Adventure,1950
526,Drama,1950
527,Drama,1980
528,Drama,1980
528,War,1980
529,Drama,1980
530,Adventure,1970
531,Drama,1990
531,Romance,1990
532,Romance,1990
533,Mystery,1990
534,Drama,1990
535,Comedy,1990
535,Romance,1990
536,Drama,1990
537,Drama,1990
538,Animation,1990
538,Children's,1990
538,Musical,1990
539,Children's,1990
539,Comedy,1990
540,Action,1990
541,Action,1990
541,Adventure,1990
542,Animation,1990
542,Children's,1990
542,Musical,1990
542,Romance,1990
543,Drama,1990
543,Musical,1990
544,Crime,1990
544,Drama,1990
544,Romance,1990
545,Comedy,1990
545,Romance,1990
546,Action,1990
546,Thriller,1990
547,Crime,1990
548,Children's,1990
548,Fantasy,1990
549,Drama,1990
549,Romance,1990
549,War,1990
550,Action,1990
550,Thriller,1990
551,Horror,1990
552,Sci-Fi,1990
553,Drama,1990
553,Romance,1990
554,Action,1990
554,Adventure,1990
555,Drama,1990
556,Western,1990
557,Drama,1990
557,Musical,1990
558,Drama,1990
558,Fantasy,1990
558,Thriller,1990
559,Drama,1990
559,Horror,1990
560,Adventure,1990
560,Children's,1990
560,Comedy,1990
560,Fantasy,1990
560,Romance,1990
560,Sci-Fi,1990
561,Drama,1990
561,Horror,1990
562,Action,1990
562,Adventure,1990
562,Western,1990
563,Horror,1990
564,Comedy,1990
564,Horror,1990
565,Horror,1990
565,Thriller,1990
566,Action,1990
566,Adventure,1990
566,Thriller,1990
567,Horror,1990
568,Action,1990
568,Romance,1990
568,Thriller,1990
569,Drama,1990
569,Horror,1990
570,Western,1990
571,Comedy,1990
571,Thriller,1990
572,Action,1990
572,Thriller,1990
573,Horror,1990
573,Sci-Fi,1990
573,Thriller,1990
574,Mystery,1990
574,Romance,1990
574,Thriller,1990
575,Comedy,1990
575,Western,1990
576,Action,1990
576,Adventure,1990
576,Crime,1990
577,Comedy,1990
577,Sci-Fi,1990
578,Action,1990
578,Sci-Fi,1990
579,Comedy,1990
580,Comedy,1990
580,Romance,1990
581,Drama,1990
581,Thriller,1990
582,Drama,1990
582,Romance,1990
583,Crime,1990
583,Thriller,1990
584,Children's,1990
584,Drama,1990
585,Comedy,1990
586,Action,1990
587,Drama,1990
587,Mystery,1990
588,Animation,1990
588,Children's,1990
588,Musical,1990
589,Western,1960
590,Action,1990
590,Horror,1990
590,Sci-Fi,1990
591,Drama,1990
591,Thriller,1990
592,Mystery,1990
592,Thriller,1990
593,War,1990
594,Drama,1990
594,Romance,1990
595,Thriller,1990
596,Animation,1990
596,Children's,1990
596,Musical,1990
597,Action,1990
597,Thriller,1990
598,Comedy,1990
598,Drama,1990
599,Action,1990
600,Children's,1990
601,Adventure,1940
601,War,1940
602,Musical,1950
602,Romance,1950
603,Mystery,1950
603,Thriller,1950
604,Comedy,1930
605,Musical,1940
606,Drama,1950
607,Romance,1940
607,Thriller,1940
608,Mystery,1940
608,Romance,1940
608,Thriller,1940
609,Comedy,1950
610,Musical,1950
611,Crime,1940
611,Film-Noir,1940
611,Mystery,1940
612,Drama,1930
613,Comedy,1930
614,Drama,1950
615,Thriller,1930
616,Horror,1960
616,Sci-Fi,1960
617,Drama,1930
618,Drama,1950
619,Drama,1990
619,Thriller,1990
620,Drama,1990
621,Western,1950
622,Adventure,1960
622,Children's,1960
623,Children's,1990
623,Comedy,1990
624,Animation,1940
624,Children's,1940
624,Musical,1940
625,Animation,1960
625,Children's,1960
626,Children's,1940
626,Drama,1940
627,Drama,1990
628,Crime,1990
628,Drama,1990
629,Comedy,1980
629,Musical,1980
630,Comedy,1960
630,Musical,1960
631,Action,1990
631,Drama,1990
631,Romance,1990
631,War,1990
632,Drama,1980
633,Drama,1930
634,Documentary,1990
635,Horror,1980
636,Action,1980
636,Adventure,1980
636,Sci-Fi,1980
636,Thriller,1980
637,Comedy,1980
637,Horror,1980
638,Drama,1980
639,Drama,1970
640,Drama,1980
641,Drama,1950
641,War,1950
642,Crime,1990
642,Drama,1990
642,Film-Noir,1990
643,Drama,1990
643,Romance,1990
644,Documentary,1980
645,Documentary,1990
646,Western,1960
647,Drama,1980
647,War,1980
648,Comedy,1950
648,Romance,1950
649,Crime,1980
649,Drama,1980
649,Thriller,1980
650,Drama,1950
651,Action,1980
651,Drama,1980
651,War,1980
652,Comedy,1990
652,Drama,1990
653,Crime,1950
653,Film-Noir,1950
653,Thriller,1950
654,Film-Noir,1970
654,Mystery,1970
654,Thriller,1970
655,Adventure,1980
655,Comedy,1980
655,Drama,1980
656,Crime,1930
656,Film-Noir,1930
656,Thriller,1930
657,Film-Noir,1960
657,Thriller,1960
658,Drama,1990
659,Comedy,1940
659,Mystery,1940
659,Thriller,1940
660,Drama,1990
661,Western,1950
662,Drama,1980
662,Romance,1980
663,Comedy,1970
664,Drama,1980
665,Action,1990
665,Horror,1990
665,Sci-Fi,1990
665,Thriller,1990
666,Horror,1970
667,Horror,1970
668,Action,1980
668,Horror,1980
669,Horror,1990
670,Horror,1990
670,Sci-Fi,1990
670,Thriller,1990
671,Horror,1930
672,Horror,1990
673,Film-Noir,1960
673,Thriller,1960
674,Horror,1980
675,Horror,1920
676,Drama,1990
677,Documentary,1990
678,Drama,1990
678,Thriller,1990
679,Action,1980
679,Adventure,1980
680,Action,1990
680,Adventure,1990
681,Horror,1990
682,Horror,1990
682,Mystery,1990
682,Thriller,1990
683,Comedy,1990
684,Action,1990
684,Thriller,1990
685,Action,1990
685,Thriller,1990
686,Action,1990
686,Drama,1990
687,Comedy,1990
687,War,1990
688,Comedy,1990
689,Action,1990
689,Thriller,1990
690,Drama,1990
690,War,1990
691,Film-Noir,1990
691,Sci-Fi,1990
691,Thriller,1990
692,Comedy,1990
692,Drama,1990
692,Romance,1990
693,Drama,1990
694,Romance,1990
695,Comedy,1990
695,Drama,1990
696,Drama,1990
696,Thriller,1990
697,Drama,1990
698,Drama,1990
699,Drama,1990
700,Comedy,1990
701,Documentary,1990
702,Comedy,1990
702,Romance,1990
703,Drama,1990
704,Drama,1990
704,Romance,1990
705,Musical,1950
705,Romance,1950
706,Horror,1990
707,Drama,1990
708,Drama,1980
709,Comedy,1990
709,Romance,1990
710,Comedy,1980
711,Drama,1990
712,Comedy,1980
712,Drama,1980
713,Drama,1990
714,Drama,1990
714,Romance,1990
715,Comedy,1990
715,Drama,1990
716,Drama,1990
716,Romance,1990
717,Drama,1990
717,Thriller,1990
718,Comedy,1990
719,Comedy,1990
719,War,1990
720,Action,1990
720,Adventure,1990
720,Drama,1990
720,Romance,1990
721,Comedy,1990
722,Comedy,1990
723,Comedy,1990
723,Drama,1990
724,Drama,1990
724,Romance,1990
725,Comedy,1990
726,Children's,1990
726,Drama,1990
727,Drama,1990
727,Romance,1990
728,Comedy,1990
728,Sci-Fi,1990
729,Drama,1990
730,Drama,1990
730,Romance,1990
731,Comedy,1990
731,Drama,1990
731,Romance,1990
732,Comedy,1990
732,Romance,1990
733,Drama,1990
733,Romance,1990
734,Comedy,1990
735,Drama,1990
736,Drama,1990
736,Romance,1990
737,Comedy,1990
737,Drama,1990
738,Comedy,1990
738,Romance,1990
739,Comedy,1990
739,Romance,1990
740,Drama,1990
740,Romance,1990
741,Drama,1990
741,Thriller,1990
742,Drama,1990
742,Thriller,1990
743,Action,1990
743,Thriller,1990
744,Drama,1990
744,War,1990
745,Comedy,1970
746,Comedy,1980
747,Comedy,1990
747,Romance,1990
748,Action,1990
748,Romance,1990
748,Thriller,1990
749,Comedy,1990
749,Romance,1990
750,Drama,1990
751,Action,1990
751,Romance,1990
751,Thriller,1990
752,Action,1990
752,Thriller,1990
753,Drama,1990
754,Crime,1990
754,Thriller,1990
755,Action,1990
755,Adventure,1990
755,Children's,1990
755,Fantasy,1990
755,Sci-Fi,1990
756,Comedy,1990
757,Documentary,1990
758,Sci-Fi,1990
758,Thriller,1990
