user_id,item_id,rating
254,47,1
225,43,1
273,8,1
294,39,1
207,55,0
231,70,0
124,21,0
322,85,1
304,11,0
147,38,1
289,15,1
266,94,0
49,91,1
196,74,0
84,68,0
184,29,1
43,64,1
149,0,1
59,42,1
291,46,1
63,85,0
58,27,1
6,7,1
23,89,1
260,82,1
200,91,1
132,65,1
109,63,0
138,67,1
111,82,1
284,57,0
274,46,0
295,70,1
270,53,1
28,99,0
220,38,1
322,3,1
94,41,0
135,71,1
83,82,0
288,0,0
143,12,1
327,98,1
129,11,1
157,92,1
176,18,1
6,67,0
264,1,0
247,72,0
325,13,0
213,16,1
258,56,1
74,93,1
201,38,0
22,46,0
64,21,1
151,8,0
89,61,1
220,81,1
325,35,1
61,9,0
73,61,1
223,7,1
42,84,1
243,23,1
13,7,0
270,77,0
325,10,1
72,5,1
27,60,1
5,19,0
322,29,1
58,87,0
86,14,1
215,32,0
267,27,0
238,46,1
20,98,0
21,48,1
72,91,1
82,57,1
214,7,0
25,73,0
162,74,0
310,7,1
21,20,1
212,94,1
256,65,0
326,77,0
84,21,0
42,73,1
180,1,1
93,43,1
257,83,1
2,83,0
15,14,1
199,66,1
213,42,1
304,57,1
150,49,0
325,37,0
190,74,0
80,90,0
283,65,1
270,49,1
234,70,1
144,45,1
43,4,0
268,56,0
291,30,1
6,77,1
291,41,1
121,89,0
16,34,1
212,10,1
13,24,0
194,23,1
41,56,1
245,88,0
129,38,1
251,98,1
0,14,0
75,71,1
29,44,1
7,45,1
237,26,0
248,41,1
97,96,0
122,70,1
118,68,0
137,92,1
129,94,1
90,88,1
17,52,0
157,16,1
89,4,1
229,52,1
261,47,0
210,97,0
295,89,1
82,48,1
244,58,1
222,65,0
333,25,0
151,30,1
333,72,1
243,21,0
172,77,1
268,37,1
291,23,1
312,66,1
13,11,1
51,99,1
118,63,1
43,54,1
158,24,1
89,78,1
300,8,0
113,68,1
136,51,1
296,78,1
151,21,1
230,29,0
296,7,1
215,5,1
256,71,1
248,7,1
223,65,0
144,8,0
58,30,1
284,74,1
132,84,0
270,38,1
285,68,1
289,35,0
199,49,1
127,71,1
156,99,0
188,71,0
296,77,0
23,98,1
258,87,0
325,72,0
271,2,1
12,77,0
147,47,0
275,81,1
197,89,1
12,43,1
285,23,0
58,81,1
327,96,1
24,40,1
105,13,1
172,82,1
48,94,0
114,60,1
306,7,0
79,10,0
235,32,1
55,40,1
81,13,1
206,69,1
333,58,1
82,19,1
325,93,1
16,3,0
222,61,1
61,31,1
208,68,0
30,79,1
117,40,1
215,73,1
292,51,0
41,87,1
187,55,1
80,69,1
323,99,1
42,6,1
249,29,1
202,76,0
192,51,0
206,68,1
116,0,1
270,43,1
102,25,1
103,23,1
94,20,1
129,55,1
48,0,0
331,59,1
300,4,1
247,47,0
5,91,1
37,88,1
0,40,1
319,56,1
268,43,0
334,84,0
80,26,0
262,21,1
135,25,1
294,87,1
312,43,1
114,4,1
238,22,1
321,10,1
27,10,1
245,54,0
105,73,1
168,78,1
59,38,1
177,89,1
279,20,1
217,50,0
306,80,1
17,13,0
183,30,1
243,61,1
210,44,0
182,87,1
290,37,1
278,70,0
109,16,1
105,69,0
127,24,0
297,34,0
0,17,1
304,79,1
93,47,1
270,55,1
266,10,1
0,11,1
187,60,1
234,23,1
177,79,1
193,35,0
158,83,1
125,65,1
269,14,1
338,30,1
243,19,1
294,88,1
258,41,1
72,29,1
189,98,0
308,85,0
139,82,0
223,78,0
193,57,0
150,59,1
185,82,1
249,40,0
320,50,0
27,5,1
150,87,0
305,70,1
304,56,0
150,1,1
187,86,1
311,22,1
2,76,0
43,35,1
24,98,1
93,16,1
69,88,1
82,66,1
4,58,1
48,39,0
37,81,0
101,58,0
235,75,1
120,27,0
59,46,1
287,45,1
14,78,1
275,11,1
57,91,1
126,67,0
36,11,1
200,56,0
93,98,0
208,65,0
66,87,1
245,22,1
298,41,1
129,15,1
129,10,1
53,80,1
124,7,1
317,86,1
203,99,0
68,11,1
324,42,1
214,18,1
45,85,1
245,76,0
212,8,1
296,72,0
275,41,1
153,73,1
323,90,1
122,7,1
115,64,0
21,76,0
233,90,0
55,16,1
218,42,1
151,28,1
168,40,1
71,18,0
84,11,1
193,11,1
109,17,1
6,51,1
322,94,0
11,17,1
227,74,1
12,12,1
177,74,1
81,12,1
69,54,1
177,96,1
41,14,0
31,71,1
256,75,1
298,40,1
304,64,0
27,35,0
268,38,0
327,57,0
61,20,1
254,65,1
101,51,1
7,16,1
312,55,1
29,75,0
56,76,1
210,64,1
200,22,1
314,57,1
89,86,1
140,28,1
297,22,1
296,41,1
41,86,1
99,74,0
333,23,1
161,58,1
71,16,1
212,2,0
13,80,0
222,83,0
27,72,1
42,1,1
302,69,0
261,10,0
15,96,1
248,45,1
292,57,1
326,96,1
105,21,1
115,80,1
51,87,1
279,54,0
15,34,1
81,70,0
169,84,0
222,0,1
245,52,0
157,33,1
196,44,1
330,13,1
298,37,1
64,14,0
143,61,1
158,84,0
55,32,0
114,13,0
301,84,0
279,23,0
309,65,0
25,68,1
268,40,0
261,15,1
255,71,0
58,29,1
281,68,1
150,77,1
158,65,1
317,73,0
94,6,1
143,84,0
183,38,1
329,27,1
12,37,1
282,48,1
157,2,1
19,26,1
166,58,1
129,28,1
268,87,0
229,10,1
96,1,1
83,75,1
124,32,1
315,92,1
31,25,0
215,54,1
262,46,1
4,39,1
339,38,1
48,25,0
238,73,0
197,95,0
238,31,1
24,29,0
310,25,1
337,16,1
186,14,1
252,92,1
69,15,0
193,30,0
137,23,1
251,3,1
333,68,0
300,19,1
150,86,1
298,56,1
177,63,0
296,50,0
310,26,0
293,92,1
222,57,1
15,74,0
134,76,1
71,55,1
319,4,1
109,77,0
179,27,1
62,78,1
147,22,0
41,55,1
205,85,1
69,34,0
36,58,0
102,33,1
274,49,1
94,39,1
20,97,0
261,6,0
39,65,0
214,17,0
119,72,1
277,78,0
165,74,0
69,66,1
342,48,1
204,80,0
249,76,0
67,87,0
98,26,0
101,79,0
177,42,0
253,64,0
213,27,1
287,21,1
188,93,1
135,11,1
73,6,1
99,79,1
328,22,1
63,23,1
180,73,0
17,17,0
199,73,1
72,54,0
95,2,1
296,5,1
109,54,0
93,64,1
71,41,0
101,18,1
59,34,1
55,95,1
90,51,1
292,50,1
56,72,1
61,2,1
118,70,1
25,3,1
220,23,1
176,77,0
116,40,1
326,57,0
0,28,0
311,33,0
183,18,1
140,58,1
143,73,1
250,64,0
325,81,1
19,48,0
36,16,1
162,11,1
71,17,0
116,41,1
120,40,0
19,38,0
107,28,0
293,97,0
239,78,1
143,79,0
84,15,1
285,52,1
115,51,1
143,38,1
44,29,1
52,59,0
273,70,1
93,96,1
11,20,1
47,56,0
197,86,1
206,48,1
300,3,0
338,74,0
296,97,0
127,57,1
173,17,0
149,29,1
262,97,0
127,21,0
238,74,0
274,54,0
310,90,1
252,56,1
249,12,1
275,99,0
273,93,1
150,96,1
268,6,0
268,92,1
292,56,0
89,42,1
184,61,1
242,70,0
119,8,1
137,22,1
38,65,1
158,61,0
43,59,1
204,85,1
18,35,1
89,30,1
315,10,0
271,4,1
57,58,1
15,76,1
183,70,1
20,11,1
231,12,1
25,23,1
296,21,1
233,49,1
77,75,1
89,3,1
30,31,1
61,18,1
212,16,1
219,74,1
289,54,1
9,7,1
298,15,0
20,74,0
247,44,1
43,62,1
295,20,1
205,74,1
75,23,1
326,10,0
337,37,0
124,62,0
285,59,0
245,95,1
10,21,1
82,99,0
82,28,1
11,90,1
15,7,1
150,84,0
279,4,1
91,30,0
344,54,0
17,8,0
342,31,1
107,72,0
186,89,1
331,22,1
11,38,1
346,7,1
200,2,0
14,98,0
56,11,0
101,54,1
72,52,1
282,14,1
200,70,1
129,99,1
117,41,1
181,61,0
76,35,1
150,52,1
278,54,1
180,78,0
255,51,1
101,48,1
13,23,1
157,23,1
296,91,1
192,84,0
291,9,1
312,34,0
4,60,0
249,24,1
93,80,1
53,71,1
297,38,1
105,6,0
72,1,1
186,9,1
285,11,0
67,63,0
133,99,1
185,85,0
292,28,0
298,10,1
55,0,1
276,3,1
176,45,1
322,1,0
137,62,1
324,22,1
105,12,1
272,84,0
156,29,1
75,65,0
59,9,1
72,73,1
271,38,1
18,80,0
144,73,0
223,82,0
11,32,1
289,94,0
292,77,0
302,44,1
235,38,0
101,27,0
42,57,1
21,25,1
277,22,1
154,76,0
250,65,0
71,12,1
93,35,1
78,74,0
127,12,1
61,35,1
214,4,0
9,76,0
343,44,0
52,23,1
19,97,1
206,76,0
199,1,1
64,27,1
62,24,0
197,4,1
266,9,1
12,79,1
151,22,0
163,80,1
54,33,1
267,59,1
0,47,1
322,16,1
196,84,1
183,6,0
85,73,0
319,40,1
143,10,1
255,21,1
64,89,1
96,9,1
113,51,1
187,13,1
128,80,0
260,99,0
187,1,1
341,74,1
298,73,1
310,55,1
95,12,1
159,16,1
343,21,0
17,49,1
342,17,1
108,86,0
302,54,1
94,75,0
125,83,0
149,91,1
226,3,0
57,2,1
177,70,1
311,62,0
61,76,0
214,12,1
109,7,1
0,20,1
88,29,1
58,65,0
221,20,1
7,76,0
16,0,1
222,13,1
285,20,1
333,2,1
313,84,1
126,73,0
13,34,1
147,15,1
51,64,0
75,5,0
292,38,1
11,21,1
327,33,1
11,55,1
200,86,1
127,89,1
177,94,0
43,17,1
221,80,1
197,21,0
338,21,1
221,60,0
299,82,1
82,76,0
149,67,1
27,23,1
154,84,0
173,25,1
229,28,1
197,83,0
94,98,1
157,59,1
189,72,0
320,92,1
44,27,1
22,92,1
12,81,0
174,11,0
184,52,1
243,42,1
347,87,1
261,70,1
276,34,0
2,84,1
48,37,1
62,74,0
319,26,0
252,95,1
32,84,1
234,7,1
71,5,1
319,39,1
129,71,1
339,0,1
48,11,1
306,32,0
264,84,1
239,77,0
81,49,1
150,23,0
292,96,0
307,91,1
22,59,1
129,59,1
19,50,0
307,82,0
144,47,1
316,77,1
300,18,0
63,58,1
40,80,0
190,80,1
278,57,0
192,74,0
340,76,0
168,38,1
89,80,1
64,49,1
113,55,0
120,28,0
58,1,1
202,25,1
58,23,1
297,33,1
342,96,1
296,22,1
196,99,0
250,27,1
144,40,1
233,2,1
192,60,0
63,2,1
232,40,1
221,45,1
6,37,1
139,75,1
239,74,1
160,11,0
6,68,0
317,53,1
48,80,0
344,40,1
279,83,0
95,23,1
78,68,1
177,31,0
235,16,1
253,46,1
237,44,0
292,72,0
134,41,1
203,65,0
310,65,1
300,92,1
129,58,1
101,39,0
15,59,1
275,7,1
314,60,0
177,56,1
310,17,1
291,87,0
161,40,1
353,64,0
163,82,1
338,91,1
81,4,1
219,78,1
337,55,0
10,55,0
192,25,1
247,23,1
116,37,1
161,10,1
76,44,0
156,69,1
176,0,0
285,60,0
88,25,1
326,32,1
206,80,1
27,40,1
296,11,1
245,23,1
187,39,1
187,56,1
257,80,1
118,94,1
344,34,1
252,76,1
302,3,1
317,50,1
47,10,1
297,51,1
170,63,0
338,17,1
268,35,0
199,27,1
6,18,1
182,92,1
83,66,1
155,5,0
55,59,0
0,65,1
129,86,1
189,77,1
108,13,1
27,32,1
302,81,1
22,9,0
292,33,1
8,73,1
304,34,1
197,6,0
312,30,1
112,23,1
155,12,0
281,65,1
326,17,0
63,11,1
200,71,1
279,66,1
261,87,0
84,75,0
94,30,0
9,12,1
163,28,1
140,10,1
113,49,0
81,29,0
54,11,1
285,49,1
31,23,0
250,10,1
42,25,1
98,65,1
294,35,1
5,14,0
256,34,1
287,54,1
342,70,1
255,38,0
293,26,0
204,75,1
302,50,1
235,55,0
89,68,1
192,67,0
233,16,0
213,1,1
17,18,0
339,87,1
180,98,1
268,42,1
309,99,0
345,63,1
45,29,1
61,23,1
342,5,1
102,77,0
90,66,1
47,54,1
82,7,1
215,38,1
130,80,1
306,89,0
313,67,1
276,25,1
12,8,0
291,34,1
92,70,1
77,68,0
275,59,1
233,76,0
6,88,1
109,55,0
71,44,0
199,86,1
346,16,1
250,30,1
108,98,1
96,96,1
302,60,1
324,32,0
185,98,0
126,77,1
313,55,1
292,35,1
78,73,1
314,79,1
82,83,1
293,1,1
55,22,1
279,28,0
129,46,1
212,4,1
17,50,0
41,8,0
143,7,1
108,63,0
101,46,1
120,3,1
339,55,1
97,14,0
333,75,0
326,61,1
188,39,1
143,55,0
148,68,1
17,73,1
168,44,1
253,62,0
215,19,0
344,27,0
163,63,1
236,9,1
341,30,1
55,17,1
249,98,0
338,5,1
48,65,0
345,82,0
362,87,1
354,77,1
117,47,1
307,92,0
312,40,1
17,15,1
231,90,0
310,40,1
231,7,0
45,74,0
212,34,1
209,57,1
74,91,1
89,83,0
13,1,1
118,33,1
321,47,1
297,93,1
71,14,1
341,8,0
217,66,0
361,85,1
292,64,0
305,23,1
235,47,1
231,39,1
330,23,1
267,85,1
12,36,1
64,53,1
16,61,0
64,56,1
232,22,1
80,1,1
7,18,1
355,80,1
5,34,0
116,27,1
193,0,1
275,93,1
327,30,1
141,9,1
279,92,1
360,69,0
0,32,0
331,65,1
322,7,1
364,78,1
349,40,1
232,73,0
249,0,1
57,61,1
58,8,1
63,39,1
0,34,1
233,19,0
364,6,0
193,54,0
115,43,1
70,91,1
298,98,1
262,16,1
312,81,1
333,46,1
268,12,1
42,77,1
129,5,1
89,47,1
11,30,1
188,57,1
206,31,0
87,79,0
152,97,0
217,69,1
191,29,1
353,49,1
327,17,1
311,60,1
296,10,1
274,18,0
292,54,0
322,23,1
161,34,0
281,79,1
360,58,0
279,73,1
333,71,1
356,58,1
189,26,0
105,2,1
319,97,0
216,25,1
262,17,1
187,51,0
176,42,1
78,80,0
52,44,1
124,55,1
237,77,1
38,85,1
116,5,1
359,62,1
246,64,1
161,25,1
190,84,0
214,92,1
344,39,1
98,52,1
122,29,1
176,81,1
297,61,1
22,64,0
329,2,1
69,41,1
324,44,1
267,68,1
153,54,0
353,68,1
41,58,1
86,77,0
116,65,1
228,73,1
17,5,1
333,79,1
328,16,1
285,4,1
325,16,1
338,46,1
113,46,1
255,54,0
331,17,1
307,66,0
17,44,0
342,88,1
91,88,0
362,74,1
42,88,1
299,84,0
190,68,0
146,68,1
70,58,0
199,8,1
196,51,1
263,11,1
63,44,1
53,85,1
20,60,1
310,70,1
42,81,1
124,91,0
50,30,1
346,33,1
294,8,1
192,71,1
341,89,1
279,33,0
267,92,1
94,54,1
23,8,1
158,94,1
220,64,1
108,3,0
370,21,1
279,17,0
270,70,1
333,55,1
41,95,1
199,32,1
234,68,1
343,55,1
42,75,1
98,4,1
199,17,1
326,33,1
267,36,0
17,92,1
195,62,1
289,57,1
144,90,1
213,11,1
129,7,1
327,66,1
346,37,1
289,88,1
304,86,1
15,20,1
15,94,1
172,76,1
11,15,1
200,55,1
55,26,1
64,81,1
206,9,1
76,42,1
262,13,1
212,0,0
269,39,1
311,30,1
321,42,1
31,26,0
17,43,1
54,18,1
273,94,0
362,21,0
176,53,1
252,61,1
43,37,1
32,65,1
292,2,0
136,10,1
224,12,1
108,25,1
178,68,0
153,85,0
169,85,1
48,54,0
61,46,1
94,90,1
115,76,0
302,16,1
14,75,0
233,61,0
296,16,0
152,12,1
57,95,1
347,74,1
61,39,1
325,47,1
317,45,1
216,47,0
11,6,1
88,34,1
119,3,1
344,38,1
72,9,0
335,87,0
7,78,1
140,61,1
344,57,1
289,22,1
174,41,0
184,53,1
108,41,1
93,9,1
236,22,1
177,14,1
292,82,0
235,6,1
142,84,1
250,58,1
6,38,1
253,28,0
