item_id,gender_enc,occupation_enc,decades_lived_enc,genre_enc,release_decade_enc
79,[0],[10],[3],"[5, 8, 11, 14]",[5]
79,[0],[11],[3],"[5, 8, 11, 14]",[5]
79,[0],[3],[4],"[5, 8, 11, 14]",[5]
79,[0],[11],[3],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[0],[8],[3],"[5, 8, 11, 14]",[5]
79,[1],[3],[4],"[5, 8, 11, 14]",[5]
79,[1],[13],[5],"[5, 8, 11, 14]",[5]
79,[1],[20],[5],"[5, 8, 11, 14]",[5]
79,[1],[18],[3],"[5, 8, 11, 14]",[5]
79,[0],[14],[3],"[5, 8, 11, 14]",[5]
79,[1],[4],[3],"[5, 8, 11, 14]",[5]
79,[1],[13],[3],"[5, 8, 11, 14]",[5]
79,[0],[20],[4],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[1],[4],"[5, 8, 11, 14]",[5]
79,[1],[20],[5],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[13],[2],"[5, 8, 11, 14]",[5]
79,[1],[11],[5],"[5, 8, 11, 14]",[5]
79,[0],[7],[2],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[4],[6],"[5, 8, 11, 14]",[5]
79,[1],[0],[4],"[5, 8, 11, 14]",[5]
79,[0],[18],[2],"[5, 8, 11, 14]",[5]
79,[0],[14],[2],"[5, 8, 11, 14]",[5]
79,[0],[20],[4],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[13],[6],"[5, 8, 11, 14]",[5]
79,[1],[1],[2],"[5, 8, 11, 14]",[5]
79,[1],[2],[5],"[5, 8, 11, 14]",[5]
79,[0],[14],[3],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[5],[1],"[5, 8, 11, 14]",[5]
79,[0],[3],[3],"[5, 8, 11, 14]",[5]
79,[1],[14],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[5],"[5, 8, 11, 14]",[5]
79,[1],[3],[5],"[5, 8, 11, 14]",[5]
79,[1],[19],[4],"[5, 8, 11, 14]",[5]
79,[1],[14],[5],"[5, 8, 11, 14]",[5]
79,[1],[17],[3],"[5, 8, 11, 14]",[5]
79,[0],[13],[4],"[5, 8, 11, 14]",[5]
79,[1],[6],[5],"[5, 8, 11, 14]",[5]
79,[1],[20],[6],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[5],"[5, 8, 11, 14]",[5]
79,[1],[4],[2],"[5, 8, 11, 14]",[5]
79,[1],[5],[2],"[5, 8, 11, 14]",[5]
79,[1],[15],[5],"[5, 8, 11, 14]",[5]
79,[1],[3],[3],"[5, 8, 11, 14]",[5]
79,[0],[7],[4],"[5, 8, 11, 14]",[5]
79,[0],[1],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[5],"[5, 8, 11, 14]",[5]
79,[1],[14],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[5],"[5, 8, 11, 14]",[5]
79,[1],[0],[2],"[5, 8, 11, 14]",[5]
79,[0],[3],[4],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[0],[20],[1],"[5, 8, 11, 14]",[5]
79,[1],[11],[3],"[5, 8, 11, 14]",[5]
79,[1],[4],[3],"[5, 8, 11, 14]",[5]
79,[1],[3],[5],"[5, 8, 11, 14]",[5]
79,[1],[17],[3],"[5, 8, 11, 14]",[5]
79,[1],[20],[5],"[5, 8, 11, 14]",[5]
79,[1],[18],[3],"[5, 8, 11, 14]",[5]
79,[0],[3],[3],"[5, 8, 11, 14]",[5]
79,[1],[4],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[3],"[5, 8, 11, 14]",[5]
79,[1],[3],[5],"[5, 8, 11, 14]",[5]
79,[1],[5],[2],"[5, 8, 11, 14]",[5]
79,[0],[16],[3],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[4],[3],"[5, 8, 11, 14]",[5]
79,[1],[10],[4],"[5, 8, 11, 14]",[5]
79,[0],[20],[2],"[5, 8, 11, 14]",[5]
79,[1],[17],[5],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[0],[13],[4],"[5, 8, 11, 14]",[5]
79,[1],[3],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[3],"[5, 8, 11, 14]",[5]
79,[1],[4],[3],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[17],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[2],"[5, 8, 11, 14]",[5]
79,[1],[12],[1],"[5, 8, 11, 14]",[5]
79,[0],[18],[2],"[5, 8, 11, 14]",[5]
79,[0],[7],[5],"[5, 8, 11, 14]",[5]
79,[1],[4],[3],"[5, 8, 11, 14]",[5]
79,[1],[0],[4],"[5, 8, 11, 14]",[5]
79,[1],[14],[3],"[5, 8, 11, 14]",[5]
79,[0],[20],[2],"[5, 8, 11, 14]",[5]
79,[0],[0],[3],"[5, 8, 11, 14]",[5]
79,[1],[13],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[3],"[5, 8, 11, 14]",[5]
79,[1],[10],[4],"[5, 8, 11, 14]",[5]
79,[1],[20],[2],"[5, 8, 11, 14]",[5]
79,[0],[10],[5],"[5, 8, 11, 14]",[5]
79,[1],[19],[2],"[5, 8, 11, 14]",[5]
79,[0],[0],[4],"[5, 8, 11, 14]",[5]
79,[1],[15],[6],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[13],[1],"[5, 8, 11, 14]",[5]
79,[0],[3],[2],"[5, 8, 11, 14]",[5]
79,[1],[14],[3],"[5, 8, 11, 14]",[5]
79,[1],[20],[4],"[5, 8, 11, 14]",[5]
79,[0],[13],[2],"[5, 8, 11, 14]",[5]
79,[0],[13],[4],"[5, 8, 11, 14]",[5]
79,[1],[15],[6],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[0],[3],"[5, 8, 11, 14]",[5]
79,[1],[11],[3],"[5, 8, 11, 14]",[5]
79,[0],[10],[5],"[5, 8, 11, 14]",[5]
79,[0],[3],[4],"[5, 8, 11, 14]",[5]
79,[1],[0],[4],"[5, 8, 11, 14]",[5]
79,[1],[0],[5],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[3],"[5, 8, 11, 14]",[5]
79,[1],[0],[3],"[5, 8, 11, 14]",[5]
79,[1],[11],[2],"[5, 8, 11, 14]",[5]
79,[0],[11],[5],"[5, 8, 11, 14]",[5]
79,[1],[10],[2],"[5, 8, 11, 14]",[5]
79,[1],[16],[4],"[5, 8, 11, 14]",[5]
79,[1],[13],[5],"[5, 8, 11, 14]",[5]
79,[1],[1],[4],"[5, 8, 11, 14]",[5]
79,[0],[4],[2],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[20],[5],"[5, 8, 11, 14]",[5]
79,[0],[13],[4],"[5, 8, 11, 14]",[5]
79,[1],[10],[2],"[5, 8, 11, 14]",[5]
79,[1],[9],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[1],"[5, 8, 11, 14]",[5]
79,[1],[20],[4],"[5, 8, 11, 14]",[5]
79,[1],[2],[4],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[0],[15],[7],"[5, 8, 11, 14]",[5]
79,[1],[6],[3],"[5, 8, 11, 14]",[5]
79,[1],[18],[1],"[5, 8, 11, 14]",[5]
79,[1],[1],[2],"[5, 8, 11, 14]",[5]
79,[1],[10],[4],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[19],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[4],"[5, 8, 11, 14]",[5]
79,[1],[20],[4],"[5, 8, 11, 14]",[5]
79,[1],[13],[2],"[5, 8, 11, 14]",[5]
79,[1],[8],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[2],"[5, 8, 11, 14]",[5]
79,[0],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[13],[2],"[5, 8, 11, 14]",[5]
79,[1],[18],[2],"[5, 8, 11, 14]",[5]
79,[1],[3],[6],"[5, 8, 11, 14]",[5]
79,[1],[20],[2],"[5, 8, 11, 14]",[5]
79,[1],[5],[5],"[5, 8, 11, 14]",[5]
79,[1],[4],[6],"[5, 8, 11, 14]",[5]
79,[1],[0],[5],"[5, 8, 11, 14]",[5]
79,[1],[17],[3],"[5, 8, 11, 14]",[5]
79,[1],[0],[3],"[5, 8, 11, 14]",[5]
79,[1],[5],[4],"[5, 8, 11, 14]",[5]
79,[0],[1],[3],"[5, 8, 11, 14]",[5]
82,[0],[6],[3],"[11, 14]",[5]
82,[0],[1],[4],"[11, 14]",[5]
82,[1],[3],[4],"[11, 14]",[5]
82,[1],[3],[6],"[11, 14]",[5]
82,[1],[14],[3],"[11, 14]",[5]
82,[1],[12],[2],"[11, 14]",[5]
82,[1],[11],[5],"[11, 14]",[5]
82,[1],[13],[5],"[11, 14]",[5]
82,[0],[12],[3],"[11, 14]",[5]
82,[0],[18],[1],"[11, 14]",[5]
82,[1],[14],[4],"[11, 14]",[5]
82,[1],[19],[3],"[11, 14]",[5]
82,[0],[10],[3],"[11, 14]",[5]
82,[0],[18],[2],"[11, 14]",[5]
82,[0],[18],[2],"[11, 14]",[5]
82,[1],[16],[3],"[11, 14]",[5]
82,[1],[7],[4],"[11, 14]",[5]
82,[0],[18],[2],"[11, 14]",[5]
82,[1],[0],[2],"[11, 14]",[5]
82,[0],[7],[5],"[11, 14]",[5]
82,[0],[18],[2],"[11, 14]",[5]
82,[1],[18],[2],"[11, 14]",[5]
82,[1],[6],[4],"[11, 14]",[5]
82,[0],[14],[2],"[11, 14]",[5]
82,[1],[19],[4],"[11, 14]",[5]
82,[1],[6],[3],"[11, 14]",[5]
82,[1],[3],[6],"[11, 14]",[5]
82,[1],[18],[1],"[11, 14]",[5]
82,[1],[4],[5],"[11, 14]",[5]
82,[0],[18],[1],"[11, 14]",[5]
82,[1],[11],[2],"[11, 14]",[5]
82,[0],[3],[3],"[11, 14]",[5]
82,[1],[18],[1],"[11, 14]",[5]
82,[1],[18],[2],"[11, 14]",[5]
82,[1],[6],[5],"[11, 14]",[5]
82,[1],[18],[2],"[11, 14]",[5]
82,[1],[15],[7],"[11, 14]",[5]
82,[1],[3],[3],"[11, 14]",[5]
82,[1],[13],[5],"[11, 14]",[5]
82,[0],[18],[1],"[11, 14]",[5]
82,[0],[20],[4],"[11, 14]",[5]
82,[1],[3],[5],"[11, 14]",[5]
82,[1],[10],[4],"[11, 14]",[5]
82,[1],[18],[2],"[11, 14]",[5]
82,[1],[20],[5],"[11, 14]",[5]
82,[1],[4],[2],"[11, 14]",[5]
82,[1],[6],[3],"[11, 14]",[5]
82,[0],[0],[4],"[11, 14]",[5]
82,[1],[6],[6],"[11, 14]",[5]
82,[1],[17],[5],"[11, 14]",[5]
82,[1],[15],[5],"[11, 14]",[5]
82,[1],[13],[2],"[11, 14]",[5]
82,[1],[3],[5],"[11, 14]",[5]
82,[1],[13],[2],"[11, 14]",[5]
82,[1],[19],[2],"[11, 14]",[5]
82,[0],[5],[2],"[11, 14]",[5]
82,[1],[18],[1],"[11, 14]",[5]
82,[1],[6],[5],"[11, 14]",[5]
82,[1],[13],[3],"[11, 14]",[5]
82,[1],[18],[2],"[11, 14]",[5]
82,[1],[0],[5],"[11, 14]",[5]
82,[0],[1],[2],"[11, 14]",[5]
82,[1],[3],[3],"[11, 14]",[5]
82,[1],[3],[3],"[11, 14]",[5]
82,[1],[4],[4],"[11, 14]",[5]
82,[1],[13],[3],"[11, 14]",[5]
82,[1],[20],[5],"[11, 14]",[5]
82,[1],[13],[3],"[11, 14]",[5]
82,[0],[11],[4],"[11, 14]",[5]
82,[1],[2],[4],"[11, 14]",[5]
82,[1],[11],[3],"[11, 14]",[5]
82,[1],[10],[4],"[11, 14]",[5]
82,[1],[6],[3],"[11, 14]",[5]
82,[0],[13],[2],"[11, 14]",[5]
82,[1],[18],[2],"[11, 14]",[5]
85,[1],[2],[2],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[0],[1],[4],"[11, 14]",[5]
85,[1],[6],[2],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[12],[2],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[11],[5],"[11, 14]",[5]
85,[1],[14],[2],"[11, 14]",[5]
85,[1],[14],[2],"[11, 14]",[5]
85,[1],[4],[5],"[11, 14]",[5]
85,[1],[11],[3],"[11, 14]",[5]
85,[1],[6],[2],"[11, 14]",[5]
85,[1],[9],[5],"[11, 14]",[5]
85,[1],[6],[4],"[11, 14]",[5]
85,[0],[18],[1],"[11, 14]",[5]
85,[1],[14],[4],"[11, 14]",[5]
85,[0],[18],[1],"[11, 14]",[5]
85,[1],[11],[4],"[11, 14]",[5]
85,[0],[18],[1],"[11, 14]",[5]
85,[1],[0],[3],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[19],[3],"[11, 14]",[5]
85,[1],[13],[1],"[11, 14]",[5]
85,[1],[4],[2],"[11, 14]",[5]
85,[1],[16],[3],"[11, 14]",[5]
85,[1],[7],[4],"[11, 14]",[5]
85,[0],[18],[2],"[11, 14]",[5]
85,[1],[14],[3],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[17],[3],"[11, 14]",[5]
85,[0],[0],[3],"[11, 14]",[5]
85,[0],[18],[1],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[17],[3],"[11, 14]",[5]
85,[0],[7],[5],"[11, 14]",[5]
85,[1],[6],[4],"[11, 14]",[5]
85,[1],[9],[4],"[11, 14]",[5]
85,[1],[5],[1],"[11, 14]",[5]
85,[1],[3],[4],"[11, 14]",[5]
85,[1],[10],[3],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[6],[4],"[11, 14]",[5]
85,[0],[11],[2],"[11, 14]",[5]
85,[1],[5],[4],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[13],[3],"[11, 14]",[5]
85,[0],[8],[3],"[11, 14]",[5]
85,[0],[8],[3],"[11, 14]",[5]
85,[1],[19],[4],"[11, 14]",[5]
85,[1],[13],[3],"[11, 14]",[5]
85,[0],[18],[2],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[20],[5],"[11, 14]",[5]
85,[1],[17],[2],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[0],[18],[2],"[11, 14]",[5]
85,[1],[4],[5],"[11, 14]",[5]
85,[0],[11],[3],"[11, 14]",[5]
85,[0],[12],[5],"[11, 14]",[5]
85,[0],[8],[2],"[11, 14]",[5]
85,[1],[5],[2],"[11, 14]",[5]
85,[0],[14],[3],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[14],[5],"[11, 14]",[5]
85,[1],[20],[6],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[4],[2],"[11, 14]",[5]
85,[1],[19],[4],"[11, 14]",[5]
85,[1],[13],[5],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[16],[3],"[11, 14]",[5]
85,[1],[14],[4],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[10],[4],"[11, 14]",[5]
85,[0],[20],[1],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[3],[5],"[11, 14]",[5]
85,[1],[20],[5],"[11, 14]",[5]
85,[1],[14],[2],"[11, 14]",[5]
85,[1],[4],[2],"[11, 14]",[5]
85,[1],[3],[3],"[11, 14]",[5]
85,[0],[0],[4],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[0],[18],[1],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[9],[2],"[11, 14]",[5]
85,[1],[4],[3],"[11, 14]",[5]
85,[1],[14],[2],"[11, 14]",[5]
85,[1],[10],[4],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[4],[3],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[1],[12],[1],"[11, 14]",[5]
85,[0],[13],[4],"[11, 14]",[5]
85,[1],[6],[3],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[1],[13],[3],"[11, 14]",[5]
85,[1],[14],[2],"[11, 14]",[5]
85,[0],[8],[5],"[11, 14]",[5]
85,[1],[19],[2],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[0],[0],[4],"[11, 14]",[5]
85,[0],[7],[2],"[11, 14]",[5]
85,[1],[13],[1],"[11, 14]",[5]
85,[1],[19],[3],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[0],[4],"[11, 14]",[5]
85,[1],[6],[3],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[11],[3],"[11, 14]",[5]
85,[1],[0],[3],"[11, 14]",[5]
85,[1],[6],[4],"[11, 14]",[5]
85,[0],[20],[3],"[11, 14]",[5]
85,[1],[19],[2],"[11, 14]",[5]
85,[1],[16],[4],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[0],[5],[3],"[11, 14]",[5]
85,[0],[13],[5],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[1],[13],[1],"[11, 14]",[5]
85,[1],[20],[4],"[11, 14]",[5]
85,[1],[2],[4],"[11, 14]",[5]
85,[1],[14],[2],"[11, 14]",[5]
85,[1],[18],[1],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[3],[6],"[11, 14]",[5]
85,[0],[10],[2],"[11, 14]",[5]
85,[1],[11],[3],"[11, 14]",[5]
85,[1],[13],[3],"[11, 14]",[5]
85,[1],[3],[4],"[11, 14]",[5]
85,[1],[20],[4],"[11, 14]",[5]
85,[1],[3],[2],"[11, 14]",[5]
85,[0],[13],[2],"[11, 14]",[5]
85,[0],[18],[2],"[11, 14]",[5]
85,[1],[13],[2],"[11, 14]",[5]
85,[1],[18],[2],"[11, 14]",[5]
85,[1],[3],[6],"[11, 14]",[5]
85,[1],[20],[2],"[11, 14]",[5]
85,[0],[19],[3],"[11, 14]",[5]
85,[0],[1],[3],"[11, 14]",[5]
98,[1],[14],[4],"[6, 14]",[5]
98,[1],[2],[2],"[6, 14]",[5]
98,[1],[15],[6],"[6, 14]",[5]
98,[1],[0],[3],"[6, 14]",[5]
98,[0],[13],[2],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[2],[2],"[6, 14]",[5]
98,[1],[4],[3],"[6, 14]",[5]
98,[1],[0],[3],"[6, 14]",[5]
98,[0],[8],[4],"[6, 14]",[5]
98,[1],[1],[2],"[6, 14]",[5]
98,[1],[5],[3],"[6, 14]",[5]
98,[1],[6],[2],"[6, 14]",[5]
98,[1],[13],[4],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[14],[3],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[12],[2],"[6, 14]",[5]
98,[1],[18],[1],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[14],[2],"[6, 14]",[5]
98,[1],[14],[5],"[6, 14]",[5]
98,[1],[11],[3],"[6, 14]",[5]
98,[0],[10],[2],"[6, 14]",[5]
98,[1],[6],[2],"[6, 14]",[5]
98,[1],[14],[2],"[6, 14]",[5]
98,[1],[13],[2],"[6, 14]",[5]
98,[0],[18],[2],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[0],[12],[3],"[6, 14]",[5]
98,[1],[6],[2],"[6, 14]",[5]
98,[0],[18],[2],"[6, 14]",[5]
98,[1],[14],[4],"[6, 14]",[5]
98,[1],[18],[4],"[6, 14]",[5]
98,[0],[1],[2],"[6, 14]",[5]
98,[0],[10],[3],"[6, 14]",[5]
98,[0],[10],[2],"[6, 14]",[5]
98,[1],[10],[5],"[6, 14]",[5]
98,[0],[0],[3],"[6, 14]",[5]
98,[0],[18],[2],"[6, 14]",[5]
98,[1],[4],[4],"[6, 14]",[5]
98,[1],[19],[3],"[6, 14]",[5]
98,[1],[18],[1],"[6, 14]",[5]
98,[0],[13],[4],"[6, 14]",[5]
98,[1],[12],[1],"[6, 14]",[5]
98,[1],[2],[4],"[6, 14]",[5]
98,[1],[7],[4],"[6, 14]",[5]
98,[0],[0],[3],"[6, 14]",[5]
98,[0],[18],[1],"[6, 14]",[5]
98,[1],[18],[1],"[6, 14]",[5]
98,[1],[0],[5],"[6, 14]",[5]
98,[1],[3],[5],"[6, 14]",[5]
98,[0],[18],[2],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[0],[10],[2],"[6, 14]",[5]
98,[1],[18],[1],"[6, 14]",[5]
98,[0],[18],[2],"[6, 14]",[5]
98,[1],[13],[3],"[6, 14]",[5]
98,[1],[6],[2],"[6, 14]",[5]
98,[1],[18],[3],"[6, 14]",[5]
98,[1],[6],[3],"[6, 14]",[5]
98,[1],[1],[3],"[6, 14]",[5]
98,[1],[17],[3],"[6, 14]",[5]
98,[1],[13],[3],"[6, 14]",[5]
98,[1],[18],[1],"[6, 14]",[5]
98,[1],[13],[2],"[6, 14]",[5]
98,[1],[0],[2],"[6, 14]",[5]
98,[0],[18],[2],"[6, 14]",[5]
98,[0],[20],[4],"[6, 14]",[5]
98,[1],[4],[5],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[5],[2],"[6, 14]",[5]
98,[0],[0],[3],"[6, 14]",[5]
98,[1],[4],[2],"[6, 14]",[5]
98,[0],[3],[3],"[6, 14]",[5]
98,[0],[16],[3],"[6, 14]",[5]
98,[1],[19],[4],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
98,[1],[14],[2],"[6, 14]",[5]
