user_id,gender_enc,occupation_enc,decades_lived_enc,genre_enc,release_decade_enc
338,[1],[9],[3],"[5, 8, 11, 14]",[5]
342,[1],[4],[4],"[5, 8, 11, 14]",[5]
38,[1],[5],[4],"[5, 8, 11, 14]",[5]
344,[0],[10],[2],"[5, 8, 11, 14]",[5]
343,[0],[10],[3],"[5, 8, 11, 14]",[5]
128,[0],[11],[3],"[5, 8, 11, 14]",[5]
170,[0],[3],[4],"[5, 8, 11, 14]",[5]
148,[0],[11],[3],"[5, 8, 11, 14]",[5]
362,[1],[18],[2],"[5, 8, 11, 14]",[5]
361,[0],[8],[3],"[5, 8, 11, 14]",[5]
191,[1],[3],[4],"[5, 8, 11, 14]",[5]
359,[1],[13],[5],"[5, 8, 11, 14]",[5]
369,[1],[20],[5],"[5, 8, 11, 14]",[5]
377,[1],[18],[3],"[5, 8, 11, 14]",[5]
351,[0],[14],[3],"[5, 8, 11, 14]",[5]
379,[1],[4],[3],"[5, 8, 11, 14]",[5]
387,[1],[13],[3],"[5, 8, 11, 14]",[5]
388,[0],[20],[4],"[5, 8, 11, 14]",[5]
392,[1],[18],[1],"[5, 8, 11, 14]",[5]
145,[1],[1],[4],"[5, 8, 11, 14]",[5]
391,[1],[20],[5],"[5, 8, 11, 14]",[5]
396,[1],[18],[1],"[5, 8, 11, 14]",[5]
398,[1],[13],[2],"[5, 8, 11, 14]",[5]
46,[1],[11],[5],"[5, 8, 11, 14]",[5]
404,[0],[7],[2],"[5, 8, 11, 14]",[5]
366,[1],[18],[1],"[5, 8, 11, 14]",[5]
363,[1],[4],[6],"[5, 8, 11, 14]",[5]
382,[1],[0],[4],"[5, 8, 11, 14]",[5]
415,[0],[18],[2],"[5, 8, 11, 14]",[5]
403,[0],[14],[2],"[5, 8, 11, 14]",[5]
389,[0],[20],[4],"[5, 8, 11, 14]",[5]
424,[1],[18],[1],"[5, 8, 11, 14]",[5]
422,[1],[13],[6],"[5, 8, 11, 14]",[5]
432,[1],[1],[2],"[5, 8, 11, 14]",[5]
426,[1],[2],[5],"[5, 8, 11, 14]",[5]
420,[0],[14],[3],"[5, 8, 11, 14]",[5]
407,[1],[18],[2],"[5, 8, 11, 14]",[5]
374,[1],[5],[1],"[5, 8, 11, 14]",[5]
449,[0],[3],[3],"[5, 8, 11, 14]",[5]
413,[1],[14],[2],"[5, 8, 11, 14]",[5]
453,[1],[13],[5],"[5, 8, 11, 14]",[5]
419,[1],[3],[5],"[5, 8, 11, 14]",[5]
457,[1],[19],[4],"[5, 8, 11, 14]",[5]
383,[1],[14],[5],"[5, 8, 11, 14]",[5]
429,[1],[17],[3],"[5, 8, 11, 14]",[5]
459,[0],[13],[4],"[5, 8, 11, 14]",[5]
473,[1],[6],[5],"[5, 8, 11, 14]",[5]
463,[1],[20],[6],"[5, 8, 11, 14]",[5]
465,[1],[18],[2],"[5, 8, 11, 14]",[5]
472,[1],[18],[2],"[5, 8, 11, 14]",[5]
427,[1],[18],[2],"[5, 8, 11, 14]",[5]
445,[1],[3],[5],"[5, 8, 11, 14]",[5]
466,[1],[4],[2],"[5, 8, 11, 14]",[5]
447,[1],[5],[2],"[5, 8, 11, 14]",[5]
479,[1],[15],[5],"[5, 8, 11, 14]",[5]
485,[1],[3],[3],"[5, 8, 11, 14]",[5]
462,[0],[7],[4],"[5, 8, 11, 14]",[5]
489,[0],[1],[2],"[5, 8, 11, 14]",[5]
488,[1],[13],[5],"[5, 8, 11, 14]",[5]
513,[1],[14],[2],"[5, 8, 11, 14]",[5]
511,[1],[13],[2],"[5, 8, 11, 14]",[5]
523,[1],[3],[5],"[5, 8, 11, 14]",[5]
508,[1],[0],[2],"[5, 8, 11, 14]",[5]
484,[0],[3],[4],"[5, 8, 11, 14]",[5]
531,[1],[18],[2],"[5, 8, 11, 14]",[5]
506,[0],[20],[1],"[5, 8, 11, 14]",[5]
525,[1],[11],[3],"[5, 8, 11, 14]",[5]
536,[1],[4],[3],"[5, 8, 11, 14]",[5]
546,[1],[3],[5],"[5, 8, 11, 14]",[5]
542,[1],[17],[3],"[5, 8, 11, 14]",[5]
547,[1],[20],[5],"[5, 8, 11, 14]",[5]
559,[1],[18],[3],"[5, 8, 11, 14]",[5]
555,[0],[3],[3],"[5, 8, 11, 14]",[5]
560,[1],[4],[2],"[5, 8, 11, 14]",[5]
568,[1],[3],[3],"[5, 8, 11, 14]",[5]
573,[1],[3],[5],"[5, 8, 11, 14]",[5]
566,[1],[5],[2],"[5, 8, 11, 14]",[5]
530,[0],[16],[3],"[5, 8, 11, 14]",[5]
591,[1],[18],[1],"[5, 8, 11, 14]",[5]
604,[1],[4],[3],"[5, 8, 11, 14]",[5]
610,[1],[10],[4],"[5, 8, 11, 14]",[5]
616,[0],[20],[2],"[5, 8, 11, 14]",[5]
615,[1],[17],[5],"[5, 8, 11, 14]",[5]
618,[1],[18],[1],"[5, 8, 11, 14]",[5]
623,[1],[18],[1],"[5, 8, 11, 14]",[5]
543,[0],[13],[4],"[5, 8, 11, 14]",[5]
569,[1],[3],[2],"[5, 8, 11, 14]",[5]
614,[1],[3],[3],"[5, 8, 11, 14]",[5]
633,[1],[4],[3],"[5, 8, 11, 14]",[5]
639,[1],[18],[2],"[5, 8, 11, 14]",[5]
625,[1],[17],[2],"[5, 8, 11, 14]",[5]
634,[1],[13],[2],"[5, 8, 11, 14]",[5]
627,[1],[12],[1],"[5, 8, 11, 14]",[5]
653,[0],[18],[2],"[5, 8, 11, 14]",[5]
654,[0],[7],[5],"[5, 8, 11, 14]",[5]
663,[1],[4],[3],"[5, 8, 11, 14]",[5]
665,[1],[0],[4],"[5, 8, 11, 14]",[5]
675,[1],[14],[3],"[5, 8, 11, 14]",[5]
667,[0],[20],[2],"[5, 8, 11, 14]",[5]
687,[0],[0],[3],"[5, 8, 11, 14]",[5]
696,[1],[13],[2],"[5, 8, 11, 14]",[5]
668,[1],[13],[3],"[5, 8, 11, 14]",[5]
682,[1],[10],[4],"[5, 8, 11, 14]",[5]
694,[1],[20],[2],"[5, 8, 11, 14]",[5]
706,[0],[10],[5],"[5, 8, 11, 14]",[5]
716,[1],[19],[2],"[5, 8, 11, 14]",[5]
719,[0],[0],[4],"[5, 8, 11, 14]",[5]
650,[1],[15],[6],"[5, 8, 11, 14]",[5]
709,[1],[18],[1],"[5, 8, 11, 14]",[5]
746,[1],[13],[1],"[5, 8, 11, 14]",[5]
739,[0],[3],[2],"[5, 8, 11, 14]",[5]
742,[1],[14],[3],"[5, 8, 11, 14]",[5]
744,[1],[20],[4],"[5, 8, 11, 14]",[5]
750,[0],[13],[2],"[5, 8, 11, 14]",[5]
732,[0],[13],[4],"[5, 8, 11, 14]",[5]
751,[1],[15],[6],"[5, 8, 11, 14]",[5]
757,[1],[18],[2],"[5, 8, 11, 14]",[5]
761,[1],[0],[3],"[5, 8, 11, 14]",[5]
743,[1],[11],[3],"[5, 8, 11, 14]",[5]
703,[0],[10],[5],"[5, 8, 11, 14]",[5]
754,[0],[3],[4],"[5, 8, 11, 14]",[5]
783,[1],[0],[4],"[5, 8, 11, 14]",[5]
787,[1],[0],[5],"[5, 8, 11, 14]",[5]
780,[1],[18],[2],"[5, 8, 11, 14]",[5]
790,[1],[3],[3],"[5, 8, 11, 14]",[5]
801,[1],[0],[3],"[5, 8, 11, 14]",[5]
805,[1],[11],[2],"[5, 8, 11, 14]",[5]
808,[0],[11],[5],"[5, 8, 11, 14]",[5]
817,[1],[10],[2],"[5, 8, 11, 14]",[5]
807,[1],[16],[4],"[5, 8, 11, 14]",[5]
695,[1],[13],[5],"[5, 8, 11, 14]",[5]
835,[1],[1],[4],"[5, 8, 11, 14]",[5]
826,[0],[4],[2],"[5, 8, 11, 14]",[5]
837,[1],[18],[2],"[5, 8, 11, 14]",[5]
771,[1],[20],[5],"[5, 8, 11, 14]",[5]
712,[0],[13],[4],"[5, 8, 11, 14]",[5]
827,[1],[10],[2],"[5, 8, 11, 14]",[5]
845,[1],[9],[2],"[5, 8, 11, 14]",[5]
850,[1],[13],[1],"[5, 8, 11, 14]",[5]
852,[1],[20],[4],"[5, 8, 11, 14]",[5]
840,[1],[2],[4],"[5, 8, 11, 14]",[5]
862,[1],[18],[1],"[5, 8, 11, 14]",[5]
819,[1],[18],[2],"[5, 8, 11, 14]",[5]
859,[0],[15],[7],"[5, 8, 11, 14]",[5]
870,[1],[6],[3],"[5, 8, 11, 14]",[5]
879,[1],[18],[1],"[5, 8, 11, 14]",[5]
864,[1],[1],[2],"[5, 8, 11, 14]",[5]
882,[1],[10],[4],"[5, 8, 11, 14]",[5]
869,[1],[18],[2],"[5, 8, 11, 14]",[5]
888,[1],[19],[2],"[5, 8, 11, 14]",[5]
893,[1],[3],[4],"[5, 8, 11, 14]",[5]
841,[1],[20],[4],"[5, 8, 11, 14]",[5]
904,[1],[13],[2],"[5, 8, 11, 14]",[5]
897,[1],[8],[2],"[5, 8, 11, 14]",[5]
902,[1],[3],[2],"[5, 8, 11, 14]",[5]
874,[0],[18],[2],"[5, 8, 11, 14]",[5]
918,[1],[13],[2],"[5, 8, 11, 14]",[5]
912,[1],[18],[2],"[5, 8, 11, 14]",[5]
930,[1],[3],[6],"[5, 8, 11, 14]",[5]
800,[1],[20],[2],"[5, 8, 11, 14]",[5]
914,[1],[5],[5],"[5, 8, 11, 14]",[5]
933,[1],[4],[6],"[5, 8, 11, 14]",[5]
818,[1],[0],[5],"[5, 8, 11, 14]",[5]
873,[1],[17],[3],"[5, 8, 11, 14]",[5]
939,[1],[0],[3],"[5, 8, 11, 14]",[5]
925,[1],[5],[4],"[5, 8, 11, 14]",[5]
919,[0],[1],[3],"[5, 8, 11, 14]",[5]
185,[0],[6],[3],"[11, 14]",[5]
259,[0],[1],[4],"[11, 14]",[5]
165,[1],[3],[4],"[11, 14]",[5]
89,[1],[3],[6],"[11, 14]",[5]
118,[1],[14],[3],"[11, 14]",[5]
129,[1],[12],[2],"[11, 14]",[5]
90,[1],[11],[5],"[11, 14]",[5]
172,[1],[13],[5],"[11, 14]",[5]
255,[0],[12],[3],"[11, 14]",[5]
222,[0],[18],[1],"[11, 14]",[5]
140,[1],[14],[4],"[11, 14]",[5]
310,[1],[19],[3],"[11, 14]",[5]
279,[0],[10],[3],"[11, 14]",[5]
313,[0],[18],[2],"[11, 14]",[5]
303,[0],[18],[2],"[11, 14]",[5]
111,[1],[16],[3],"[11, 14]",[5]
163,[1],[7],[4],"[11, 14]",[5]
158,[0],[18],[2],"[11, 14]",[5]
260,[1],[0],[2],"[11, 14]",[5]
169,[0],[7],[5],"[11, 14]",[5]
323,[0],[18],[2],"[11, 14]",[5]
331,[1],[18],[2],"[11, 14]",[5]
334,[1],[6],[4],"[11, 14]",[5]
299,[0],[14],[2],"[11, 14]",[5]
142,[1],[19],[4],"[11, 14]",[5]
373,[1],[6],[3],"[11, 14]",[5]
350,[1],[3],[6],"[11, 14]",[5]
392,[1],[18],[1],"[11, 14]",[5]
395,[1],[4],[5],"[11, 14]",[5]
280,[0],[18],[1],"[11, 14]",[5]
430,[1],[11],[2],"[11, 14]",[5]
449,[0],[3],[3],"[11, 14]",[5]
450,[1],[18],[1],"[11, 14]",[5]
458,[1],[18],[2],"[11, 14]",[5]
473,[1],[6],[5],"[11, 14]",[5]
427,[1],[18],[2],"[11, 14]",[5]
480,[1],[15],[7],"[11, 14]",[5]
414,[1],[3],[3],"[11, 14]",[5]
488,[1],[13],[5],"[11, 14]",[5]
461,[0],[18],[1],"[11, 14]",[5]
503,[0],[20],[4],"[11, 14]",[5]
523,[1],[3],[5],"[11, 14]",[5]
532,[1],[10],[4],"[11, 14]",[5]
533,[1],[18],[2],"[11, 14]",[5]
547,[1],[20],[5],"[11, 14]",[5]
529,[1],[4],[2],"[11, 14]",[5]
545,[1],[6],[3],"[11, 14]",[5]
528,[0],[0],[4],"[11, 14]",[5]
558,[1],[6],[6],"[11, 14]",[5]
615,[1],[17],[5],"[11, 14]",[5]
643,[1],[15],[5],"[11, 14]",[5]
662,[1],[13],[2],"[11, 14]",[5]
672,[1],[3],[5],"[11, 14]",[5]
676,[1],[13],[2],"[11, 14]",[5]
716,[1],[19],[2],"[11, 14]",[5]
720,[0],[5],[2],"[11, 14]",[5]
728,[1],[18],[1],"[11, 14]",[5]
727,[1],[6],[5],"[11, 14]",[5]
748,[1],[13],[3],"[11, 14]",[5]
724,[1],[18],[2],"[11, 14]",[5]
787,[1],[0],[5],"[11, 14]",[5]
781,[0],[1],[2],"[11, 14]",[5]
790,[1],[3],[3],"[11, 14]",[5]
803,[1],[3],[3],"[11, 14]",[5]
824,[1],[4],[4],"[11, 14]",[5]
815,[1],[13],[3],"[11, 14]",[5]
771,[1],[20],[5],"[11, 14]",[5]
823,[1],[13],[3],"[11, 14]",[5]
855,[0],[11],[4],"[11, 14]",[5]
840,[1],[2],[4],"[11, 14]",[5]
880,[1],[11],[3],"[11, 14]",[5]
882,[1],[10],[4],"[11, 14]",[5]
900,[1],[6],[3],"[11, 14]",[5]
906,[0],[13],[2],"[11, 14]",[5]
922,[1],[18],[2],"[11, 14]",[5]
298,[1],[2],[2],"[11, 14]",[5]
300,[1],[18],[2],"[11, 14]",[5]
259,[0],[1],[4],"[11, 14]",[5]
249,[1],[6],[2],"[11, 14]",[5]
275,[1],[18],[2],"[11, 14]",[5]
129,[1],[12],[2],"[11, 14]",[5]
302,[1],[18],[1],"[11, 14]",[5]
90,[1],[11],[5],"[11, 14]",[5]
221,[1],[14],[2],"[11, 14]",[5]
176,[1],[14],[2],"[11, 14]",[5]
110,[1],[4],[5],"[11, 14]",[5]
62,[1],[11],[3],"[11, 14]",[5]
53,[1],[6],[2],"[11, 14]",[5]
9,[1],[9],[5],"[11, 14]",[5]
297,[1],[6],[4],"[11, 14]",[5]
222,[0],[18],[1],"[11, 14]",[5]
140,[1],[14],[4],"[11, 14]",[5]
35,[0],[18],[1],"[11, 14]",[5]
312,[1],[11],[4],"[11, 14]",[5]
205,[0],[18],[1],"[11, 14]",[5]
189,[1],[0],[3],"[11, 14]",[5]
109,[1],[18],[1],"[11, 14]",[5]
293,[1],[19],[3],"[11, 14]",[5]
141,[1],[13],[1],"[11, 14]",[5]
267,[1],[4],[2],"[11, 14]",[5]
111,[1],[16],[3],"[11, 14]",[5]
163,[1],[7],[4],"[11, 14]",[5]
158,[0],[18],[2],"[11, 14]",[5]
318,[1],[14],[3],"[11, 14]",[5]
322,[1],[18],[2],"[11, 14]",[5]
39,[1],[17],[3],"[11, 14]",[5]
173,[0],[0],[3],"[11, 14]",[5]
51,[0],[18],[1],"[11, 14]",[5]
248,[1],[18],[2],"[11, 14]",[5]
73,[1],[17],[3],"[11, 14]",[5]
169,[0],[7],[5],"[11, 14]",[5]
112,[1],[6],[4],"[11, 14]",[5]
204,[1],[9],[4],"[11, 14]",[5]
178,[1],[5],[1],"[11, 14]",[5]
328,[1],[3],[4],"[11, 14]",[5]
333,[1],[10],[3],"[11, 14]",[5]
331,[1],[18],[2],"[11, 14]",[5]
334,[1],[6],[4],"[11, 14]",[5]
45,[0],[11],[2],"[11, 14]",[5]
38,[1],[5],[4],"[11, 14]",[5]
346,[1],[18],[1],"[11, 14]",[5]
32,[1],[18],[2],"[11, 14]",[5]
345,[1],[13],[3],"[11, 14]",[5]
361,[0],[8],[3],"[11, 14]",[5]
355,[0],[8],[3],"[11, 14]",[5]
142,[1],[19],[4],"[11, 14]",[5]
387,[1],[13],[3],"[11, 14]",[5]
371,[0],[18],[2],"[11, 14]",[5]
392,[1],[18],[1],"[11, 14]",[5]
391,[1],[20],[5],"[11, 14]",[5]
352,[1],[17],[2],"[11, 14]",[5]
366,[1],[18],[1],"[11, 14]",[5]
415,[0],[18],[2],"[11, 14]",[5]
395,[1],[4],[5],"[11, 14]",[5]
423,[0],[11],[3],"[11, 14]",[5]
417,[0],[12],[5],"[11, 14]",[5]
34,[0],[8],[2],"[11, 14]",[5]
421,[1],[5],[2],"[11, 14]",[5]
420,[0],[14],[3],"[11, 14]",[5]
450,[1],[18],[1],"[11, 14]",[5]
383,[1],[14],[5],"[11, 14]",[5]
463,[1],[20],[6],"[11, 14]",[5]
465,[1],[18],[2],"[11, 14]",[5]
492,[1],[4],[2],"[11, 14]",[5]
487,[1],[19],[4],"[11, 14]",[5]
488,[1],[13],[5],"[11, 14]",[5]
501,[1],[18],[2],"[11, 14]",[5]
442,[1],[16],[3],"[11, 14]",[5]
505,[1],[14],[4],"[11, 14]",[5]
510,[1],[18],[2],"[11, 14]",[5]
531,[1],[18],[2],"[11, 14]",[5]
532,[1],[10],[4],"[11, 14]",[5]
506,[0],[20],[1],"[11, 14]",[5]
533,[1],[18],[2],"[11, 14]",[5]
546,[1],[3],[5],"[11, 14]",[5]
547,[1],[20],[5],"[11, 14]",[5]
550,[1],[14],[2],"[11, 14]",[5]
539,[1],[4],[2],"[11, 14]",[5]
578,[1],[3],[3],"[11, 14]",[5]
528,[0],[0],[4],"[11, 14]",[5]
586,[1],[13],[2],"[11, 14]",[5]
587,[0],[18],[1],"[11, 14]",[5]
591,[1],[18],[1],"[11, 14]",[5]
588,[1],[9],[2],"[11, 14]",[5]
604,[1],[4],[3],"[11, 14]",[5]
605,[1],[14],[2],"[11, 14]",[5]
610,[1],[10],[4],"[11, 14]",[5]
607,[1],[13],[2],"[11, 14]",[5]
623,[1],[18],[1],"[11, 14]",[5]
620,[1],[18],[1],"[11, 14]",[5]
633,[1],[4],[3],"[11, 14]",[5]
634,[1],[13],[2],"[11, 14]",[5]
627,[1],[12],[1],"[11, 14]",[5]
628,[0],[13],[4],"[11, 14]",[5]
652,[1],[6],[3],"[11, 14]",[5]
662,[1],[13],[2],"[11, 14]",[5]
651,[1],[13],[3],"[11, 14]",[5]
681,[1],[14],[2],"[11, 14]",[5]
721,[0],[8],[5],"[11, 14]",[5]
716,[1],[19],[2],"[11, 14]",[5]
728,[1],[18],[1],"[11, 14]",[5]
719,[0],[0],[4],"[11, 14]",[5]
734,[0],[7],[2],"[11, 14]",[5]
746,[1],[13],[1],"[11, 14]",[5]
738,[1],[19],[3],"[11, 14]",[5]
756,[1],[18],[2],"[11, 14]",[5]
724,[1],[18],[2],"[11, 14]",[5]
783,[1],[0],[4],"[11, 14]",[5]
723,[1],[6],[3],"[11, 14]",[5]
769,[1],[18],[2],"[11, 14]",[5]
782,[1],[11],[3],"[11, 14]",[5]
801,[1],[0],[3],"[11, 14]",[5]
774,[1],[6],[4],"[11, 14]",[5]
795,[0],[20],[3],"[11, 14]",[5]
811,[1],[19],[2],"[11, 14]",[5]
807,[1],[16],[4],"[11, 14]",[5]
830,[1],[13],[2],"[11, 14]",[5]
838,[0],[5],[3],"[11, 14]",[5]
809,[0],[13],[5],"[11, 14]",[5]
833,[1],[13],[2],"[11, 14]",[5]
850,[1],[13],[1],"[11, 14]",[5]
852,[1],[20],[4],"[11, 14]",[5]
840,[1],[2],[4],"[11, 14]",[5]
863,[1],[14],[2],"[11, 14]",[5]
862,[1],[18],[1],"[11, 14]",[5]
819,[1],[18],[2],"[11, 14]",[5]
857,[1],[3],[6],"[11, 14]",[5]
821,[0],[10],[2],"[11, 14]",[5]
880,[1],[11],[3],"[11, 14]",[5]
876,[1],[13],[3],"[11, 14]",[5]
893,[1],[3],[4],"[11, 14]",[5]
841,[1],[20],[4],"[11, 14]",[5]
902,[1],[3],[2],"[11, 14]",[5]
906,[0],[13],[2],"[11, 14]",[5]
874,[0],[18],[2],"[11, 14]",[5]
918,[1],[13],[2],"[11, 14]",[5]
922,[1],[18],[2],"[11, 14]",[5]
930,[1],[3],[6],"[11, 14]",[5]
800,[1],[20],[2],"[11, 14]",[5]
937,[0],[19],[3],"[11, 14]",[5]
919,[0],[1],[3],"[11, 14]",[5]
199,[1],[14],[4],"[6, 14]",[5]
298,[1],[2],[2],"[6, 14]",[5]
307,[1],[15],[6],"[6, 14]",[5]
94,[1],[0],[3],"[6, 14]",[5]
37,[0],[13],[2],"[6, 14]",[5]
300,[1],[18],[2],"[6, 14]",[5]
250,[1],[2],[2],"[6, 14]",[5]
24,[1],[4],[3],"[6, 14]",[5]
41,[1],[0],[3],"[6, 14]",[5]
19,[0],[8],[4],"[6, 14]",[5]
161,[1],[1],[2],"[6, 14]",[5]
144,[1],[5],[3],"[6, 14]",[5]
264,[1],[6],[2],"[6, 14]",[5]
167,[1],[13],[4],"[6, 14]",[5]
98,[1],[18],[2],"[6, 14]",[5]
118,[1],[14],[3],"[6, 14]",[5]
275,[1],[18],[2],"[6, 14]",[5]
129,[1],[12],[2],"[6, 14]",[5]
302,[1],[18],[1],"[6, 14]",[5]
65,[1],[18],[2],"[6, 14]",[5]
285,[1],[18],[2],"[6, 14]",[5]
192,[1],[18],[2],"[6, 14]",[5]
221,[1],[14],[2],"[6, 14]",[5]
143,[1],[14],[5],"[6, 14]",[5]
206,[1],[11],[3],"[6, 14]",[5]
42,[0],[10],[2],"[6, 14]",[5]
53,[1],[6],[2],"[6, 14]",[5]
44,[1],[14],[2],"[6, 14]",[5]
108,[1],[13],[2],"[6, 14]",[5]
229,[0],[18],[2],"[6, 14]",[5]
116,[1],[18],[2],"[6, 14]",[5]
255,[0],[12],[3],"[6, 14]",[5]
180,[1],[6],[2],"[6, 14]",[5]
273,[0],[18],[2],"[6, 14]",[5]
140,[1],[14],[4],"[6, 14]",[5]
187,[1],[18],[4],"[6, 14]",[5]
23,[0],[1],[2],"[6, 14]",[5]
279,[0],[10],[3],"[6, 14]",[5]
252,[0],[10],[2],"[6, 14]",[5]
120,[1],[10],[5],"[6, 14]",[5]
276,[0],[0],[3],"[6, 14]",[5]
313,[0],[18],[2],"[6, 14]",[5]
251,[1],[4],[4],"[6, 14]",[5]
293,[1],[19],[3],"[6, 14]",[5]
100,[1],[18],[1],"[6, 14]",[5]
119,[0],[13],[4],"[6, 14]",[5]
288,[1],[12],[1],"[6, 14]",[5]
137,[1],[2],[4],"[6, 14]",[5]
163,[1],[7],[4],"[6, 14]",[5]
173,[0],[0],[3],"[6, 14]",[5]
51,[0],[18],[1],"[6, 14]",[5]
319,[1],[18],[1],"[6, 14]",[5]
327,[1],[0],[5],"[6, 14]",[5]
157,[1],[3],[5],"[6, 14]",[5]
323,[0],[18],[2],"[6, 14]",[5]
331,[1],[18],[2],"[6, 14]",[5]
344,[0],[10],[2],"[6, 14]",[5]
346,[1],[18],[1],"[6, 14]",[5]
347,[0],[18],[2],"[6, 14]",[5]
345,[1],[13],[3],"[6, 14]",[5]
356,[1],[6],[2],"[6, 14]",[5]
377,[1],[18],[3],"[6, 14]",[5]
373,[1],[6],[3],"[6, 14]",[5]
380,[1],[1],[3],"[6, 14]",[5]
336,[1],[17],[3],"[6, 14]",[5]
387,[1],[13],[3],"[6, 14]",[5]
392,[1],[18],[1],"[6, 14]",[5]
398,[1],[13],[2],"[6, 14]",[5]
393,[1],[0],[2],"[6, 14]",[5]
415,[0],[18],[2],"[6, 14]",[5]
389,[0],[20],[4],"[6, 14]",[5]
395,[1],[4],[5],"[6, 14]",[5]
428,[1],[18],[2],"[6, 14]",[5]
431,[1],[5],[2],"[6, 14]",[5]
435,[0],[0],[3],"[6, 14]",[5]
434,[1],[4],[2],"[6, 14]",[5]
449,[0],[3],[3],"[6, 14]",[5]
456,[0],[16],[3],"[6, 14]",[5]
457,[1],[19],[4],"[6, 14]",[5]
458,[1],[18],[2],"[6, 14]",[5]
471,[1],[18],[2],"[6, 14]",[5]
469,[1],[14],[2],"[6, 14]",[5]
