user_id,item_id,rating_old,rating,time_bucket
325,68,2,0,0
213,78,4,1,0
258,209,4,1,0
74,495,5,1,0
201,171,3,0,0
22,182,3,0,0
64,96,5,1,0
151,24,3,0,0
89,236,4,1,0
220,317,5,1,0
325,152,4,1,0
61,27,3,0,0
73,236,4,1,0
223,21,5,1,0
42,327,4,1,0
243,99,4,1,0
13,21,3,0,0
270,299,2,0,0
325,49,5,1,0
72,11,5,1,0
27,233,4,1,0
5,94,2,0,0
322,126,5,1,0
58,404,3,0,0
86,69,5,1,0
215,142,2,0,0
267,120,2,0,0
238,182,5,1,0
20,741,3,0,0
21,185,5,1,0
72,474,4,1,0
82,215,4,1,0
214,21,3,0,0
25,285,3,0,0
162,287,3,0,0
310,21,4,1,0
21,95,5,1,0
212,545,4,1,0
256,257,3,0,0
326,299,2,0,0
84,96,2,0,0
42,285,4,1,0
180,6,4,1,0
93,179,5,1,0
257,322,4,1,0
2,322,2,0,0
15,69,4,1,0
199,264,5,1,0
213,178,5,1,0
304,215,5,1,0
150,190,3,0,0
325,167,3,0,0
190,287,3,0,0
80,470,3,0,0
283,257,4,1,0
270,190,5,1,0
234,274,5,1,0
144,181,5,1,0
43,10,3,0,0
268,209,1,0,0
291,131,4,1,0
6,299,4,1,0
291,175,5,1,0
121,426,3,0,0
16,150,4,1,0
212,49,5,1,0
13,110,3,0,0
194,99,5,1,0
41,209,5,1,0
245,422,3,0,0
129,171,5,1,0
251,741,4,1,0
0,69,3,0,0
75,275,5,1,0
29,180,4,1,0
7,181,5,1,0
237,117,3,0,0
248,175,4,1,0
97,654,3,0,0
122,274,4,1,0
118,268,3,0,0
137,482,5,1,0
129,545,4,1,0
90,422,5,1,0
17,195,3,0,0
157,78,4,1,0
89,10,4,1,0
229,195,5,1,0
261,184,3,0,0
210,677,3,0,0
295,426,5,1,0
82,185,4,1,0
244,221,4,1,0
222,257,1,0,0
333,116,3,0,0
151,131,5,1,0
333,281,4,1,0
243,96,2,0,0
172,299,4,1,0
268,167,4,1,0
291,99,5,1,0
312,264,4,1,0
13,55,5,1,0
51,747,4,1,0
118,244,4,1,0
43,201,4,1,0
158,110,4,1,0
89,300,4,1,0
300,24,3,0,0
113,268,4,1,0
136,194,5,1,0
296,300,4,1,0
151,96,5,1,0
230,126,3,0,0
296,21,4,1,0
215,11,5,1,0
256,275,5,1,0
248,21,5,1,0
223,257,3,0,0
144,24,2,0,0
58,131,5,1,0
284,287,5,1,0
132,327,3,0,0
270,171,5,1,0
285,268,5,1,0
289,152,3,0,0
199,190,5,1,0
127,275,4,1,0
156,747,2,0,0
188,275,3,0,0
296,299,3,0,0
23,741,4,1,0
258,404,3,0,0
325,281,2,0,0
271,7,4,1,0
12,299,1,0,0
147,184,1,0,0
275,317,5,1,0
197,426,4,1,0
12,179,5,1,0
285,99,3,0,0
58,317,5,1,0
327,654,4,1,0
24,173,5,1,0
105,68,4,1,0
172,321,4,1,0
48,545,1,0,0
114,233,5,1,0
306,21,3,0,0
79,49,3,0,0
235,142,4,1,0
55,173,5,1,0
81,68,4,1,0
206,272,4,1,0
333,221,4,1,0
82,94,4,1,0
325,495,5,1,0
16,8,3,0,0
222,236,5,1,0
61,134,4,1,0
208,268,2,0,0
30,301,4,1,0
117,173,5,1,0
215,285,4,1,0
292,194,3,0,0
41,404,4,1,0
187,203,4,1,0
80,272,4,1,0
323,747,5,1,0
42,14,5,1,0
249,126,4,1,0
202,293,2,0,0
192,194,1,0,0
206,268,4,1,0
116,0,4,1,0
270,179,5,1,0
102,116,4,1,0
103,99,4,1,0
94,95,4,1,0
129,203,5,1,0
48,0,2,0,0
331,227,5,1,0
300,10,4,1,0
247,184,3,0,0
5,474,5,1,0
37,422,5,1,0
0,173,5,1,0
319,209,5,1,0
268,179,3,0,0
334,327,3,0,0
80,117,2,0,0
262,96,4,1,0
135,116,4,1,0
294,404,5,1,0
312,179,5,1,0
114,10,4,1,0
238,97,5,1,0
321,49,5,1,0
27,49,4,1,0
245,201,3,0,0
105,285,4,1,0
168,300,4,1,0
59,171,4,1,0
177,426,5,1,0
279,95,4,1,0
217,193,3,0,0
306,312,5,1,0
17,68,3,0,0
183,131,5,1,0
243,236,5,1,0
210,180,1,0,0
182,404,4,1,0
290,167,5,1,0
278,274,3,0,0
109,78,4,1,0
105,272,3,0,0
127,110,3,0,0
297,150,3,0,0
0,81,5,1,0
304,301,4,1,0
93,184,5,1,0
270,203,4,1,0
266,49,5,1,0
0,55,4,1,0
187,233,4,1,0
234,99,4,1,0
177,301,4,1,0
193,152,3,0,0
158,322,4,1,0
125,257,4,1,0
269,69,5,1,0
338,131,5,1,0
243,94,4,1,0
294,422,4,1,0
258,175,4,1,0
72,126,5,1,0
189,741,3,0,0
308,332,3,0,0
139,321,3,0,0
223,300,3,0,0
193,215,3,0,0
150,227,5,1,0
185,321,5,1,0
249,173,3,0,0
320,193,3,0,0
27,11,4,1,0
150,404,3,0,0
305,274,4,1,0
304,209,3,0,0
150,6,4,1,0
187,356,4,1,0
311,97,4,1,0
2,293,2,0,0
43,152,4,1,0
24,741,4,1,0
93,78,4,1,0
69,422,5,1,0
82,264,5,1,0
4,221,4,1,0
48,172,3,0,0
37,317,3,0,0
101,221,3,0,0
235,288,4,1,0
120,120,2,0,0
59,182,5,1,0
287,181,4,1,0
14,300,4,1,0
275,55,5,1,0
57,474,5,1,0
126,267,1,0,0
36,55,5,1,0
200,209,2,0,0
93,741,3,0,0
208,257,2,0,0
66,404,5,1,0
245,97,4,1,0
298,175,4,1,0
129,70,5,1,0
129,49,5,1,0
53,312,4,1,0
124,21,5,1,0
317,356,4,1,0
203,747,1,0,0
68,55,5,1,0
324,178,5,1,0
214,88,4,1,0
45,332,5,1,0
245,293,2,0,0
212,24,4,1,0
296,281,3,0,0
275,175,5,1,0
153,285,4,1,0
323,470,5,1,0
122,21,4,1,0
115,256,3,0,0
21,293,1,0,0
233,470,3,0,0
55,78,4,1,0
218,178,5,1,0
151,124,5,1,0
168,173,4,1,0
71,88,3,0,0
84,55,4,1,0
193,55,5,1,0
109,81,4,1,0
6,194,5,1,0
322,545,2,0,0
11,81,4,1,0
227,287,4,1,0
12,63,5,1,0
177,287,5,1,0
81,63,5,1,0
69,201,4,1,0
177,654,4,1,0
41,69,3,0,0
31,275,4,1,0
